gene_symbol,gene_id,exact_2NAP_human_support,exact_2NAP_experimental_support,parent_naphthalene_support,number_of_sources,number_of_independent_references,number_of_species,number_of_tissues_or_cells,perturbation_direction_consistency,CTD_support,toxicogenomic_support,bioassay_target_support,direct_target_or_binding_support,exposure_metabolism_flag,direct_target_binding_flag,transcriptomic_response_flag,evidence_rows,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_relevance_score,thyroid_disease_rank,hypertension_disease_relevance_score,hypertension_disease_rank,thyroid_disease_id,hypertension_disease_id,branch_evidence_note
CLU,1191,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0018478992734235094,1892,0.007873897906559594,2203,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
COL18A1,80781,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.027068572455089233,720,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
COL1A1,1277,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.00406537840153172,1299,0.010180358874788423,1789,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
COL1A2,1278,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.013700396389345192,1399,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
COL5A1,1289,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.007176008845127959,2425,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
COL5A2,1290,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3445,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
COMT,1312,False,False,True,1,1,1,0,mixed,True,False,False,False,False,True,False,2,False,True,hypertension-specific,,,0.03957852828877675,455,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CPN1,1369,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0029566388374776143,3971,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CREB1,1385,True,False,True,1,4,1,0,mixed,False,True,True,True,False,True,False,32,True,True,shared,0.010502227537290276,798,0.017448358227613252,1142,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CRHR2,1395,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.015753647543211076,1252,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CXCL1,2919,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.02809855487656397,692,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CXCL10,3627,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.015060038315697539,677,0.019930089422403707,1001,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CXCL14,9547,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.008315546730405791,2115,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CXCL2,2920,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.006130906574192863,2557,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CXCL8,3576,False,False,True,2,2,1,0,mixed,True,True,True,True,False,True,False,3,True,True,shared,0.027335849498242585,521,0.047987022118989885,351,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CXCR6,10663,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.030620716602562787,489,0.027759553529650934,697,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYCS,54205,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.002771848910135263,1572,0.021011422559149926,945,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP19A1,1588,True,False,True,2,4,2,0,mixed,True,True,True,True,False,True,False,13,True,True,shared,0.0025870589827929123,1634,0.032690372180882686,573,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP1A1,1543,True,False,True,1,6,1,0,mixed,True,False,False,False,True,True,False,8,True,True,shared,0.0037573951892944687,1311,0.032721047162329854,572,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP1A2,1544,True,False,True,3,9,1,0,mixed,True,True,True,True,True,True,False,20,False,True,hypertension-specific,,,0.03398876205184365,543,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP1B1,1545,False,True,True,1,4,2,0,mixed,True,False,False,False,False,True,False,4,False,True,hypertension-specific,,,0.10301807714419564,121,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP2A6,1548,True,False,True,2,3,1,0,mixed,True,True,True,True,True,True,False,6,False,True,hypertension-specific,,,0.024002158340356468,811,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP2B6,1555,True,False,False,1,1,1,0,consistent:increases,True,False,False,False,True,False,False,1,True,True,shared,0.0022174791281082107,1723,0.011071665456953976,1664,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP2C19,1557,True,False,True,2,2,1,0,mixed,True,True,True,True,False,True,False,9,True,True,shared,0.0022174791281082107,1752,0.08682710744780149,159,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP2C8,1558,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.02216597208984703,892,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP2C9,1559,True,False,True,2,3,1,0,mixed,True,True,True,True,False,True,False,10,False,True,hypertension-specific,,,0.048899297036277586,345,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP2D6,1565,True,False,True,2,3,1,0,mixed,True,True,True,True,False,True,False,10,True,True,shared,0.002771848910135263,1567,0.02671192734994403,730,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP2E1,1571,True,False,True,1,2,1,0,consistent:increases,True,False,False,False,True,False,False,2,False,True,hypertension-specific,,,0.009359882418787676,1922,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP3A4,1576,True,False,True,2,7,1,0,mixed,True,True,True,True,True,True,False,14,False,True,hypertension-specific,,,0.050329021583208004,331,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP3A5,1577,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.038957610790338666,463,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
CYP3A7,1551,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.004434958256216422,2999,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DDIT4,54541,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.02125084164437035,933,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DES,1674,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,False,True,hypertension-specific,,,0.0060584404289897205,2572,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DIO3,1735,False,False,True,1,2,2,0,mixed,True,False,False,False,False,False,False,2,False,True,hypertension-specific,,,0.0014783194187388072,4832,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DNMT1,1786,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0025870589827929123,1610,0.01074467615837451,1697,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DRD1,1812,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.3795553938083938,41,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DRD2,1813,True,False,True,1,10,1,0,mixed,False,True,True,True,False,True,False,38,False,True,hypertension-specific,,,0.09693891619685954,132,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DRD3,1814,False,False,True,1,3,1,0,consistent:inactive,False,True,True,True,False,True,False,5,False,True,hypertension-specific,,,0.07802804214251466,188,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
DUSP1,1843,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.00881612211136207,2027,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
EDN1,1906,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.016776256214846075,660,0.06552496573646582,244,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
EDN2,1907,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.012127670779695404,1539,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
EGFR,1956,False,False,True,1,1,1,0,consistent:decreases;increases,True,False,False,False,False,True,False,1,True,True,shared,0.019715506816504885,622,0.04470924981378032,383,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ELN,2006,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0014783194187388072,2019,0.030302789574825365,628,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ENC1,8507,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3729,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ENO1,2023,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,True,False,False,1,True,True,shared,0.0036957985468470188,1444,0.0022174791281082107,4299,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
EPAS1,2034,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.004434958256216422,1204,0.01857211667783077,1078,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
EPHX1,2052,False,False,True,1,4,2,0,mixed,True,False,False,False,True,True,False,5,False,True,hypertension-specific,,,0.019702096731099957,1018,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
EPHX2,2053,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.10602849882060195,112,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ERAP1,51752,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0255223407731945,768,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ERG,2078,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.008561933300195591,2070,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ERRFI1,54206,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0036957985468470188,3348,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ESR1,2099,True,False,True,2,14,1,0,mixed,True,True,True,True,False,True,False,57,True,True,shared,0.01627166308862724,666,0.095583008339471,136,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ESR2,2100,True,False,True,1,4,1,0,mixed,False,True,True,True,False,True,False,16,True,True,shared,0.0030182354799250647,1499,0.04477127457207459,380,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
ESRRA,2101,True,False,True,1,8,1,0,mixed,False,True,True,True,False,True,False,32,True,True,shared,0.0022174791281082107,1686,0.005358907892928176,2760,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
EZR,7430,False,False,True,1,1,1,0,mixed,True,False,False,False,False,False,False,2,False,True,hypertension-specific,,,0.0030182354799250647,3853,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
F3,2152,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.008921470015151194,1986,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FASN,2194,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.027423441184029347,707,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FBP1,2203,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0044349582562164215,3045,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FEN1,2237,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4790,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FETUB,26998,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0029566388374776143,1530,0.057785452857085064,282,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FGF22,27006,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.02734890924666793,712,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FGF7,2252,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,True,True,shared,0.18521715003053413,229,0.007206807166351686,2420,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FGL1,2267,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4847,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FKBP5,2289,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.2895471581653317,129,0.002751316695986113,4077,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FMO3,2328,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.011485309950751582,1614,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FOS,2353,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.011525142446200932,761,0.0402683656591388,442,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FOXA2,3170,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.41785780085994834,33,0.00302850158699964,3845,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FUS,2521,False,False,True,2,2,1,0,mixed,True,True,True,True,False,True,False,3,False,True,hypertension-specific,,,0.0022174791281082107,4318,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
FXN,2395,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.005358907892928176,2753,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GAA,2548,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.006568688622920277,2498,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GABRP,2568,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,True,True,shared,0.0036957985468470183,1471,0.005261379875719713,2780,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GBA1,2629,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0042501683288740716,3149,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GCGR,2642,False,False,True,1,1,1,0,consistent:affects;decreases,True,False,False,False,False,True,False,1,False,True,hypertension-specific,,,0.01973074254531541,1014,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GCLC,2729,False,False,True,1,7,2,0,mixed,True,False,False,False,False,True,False,9,False,True,hypertension-specific,,,0.0022174791281082107,4164,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GDF15,9518,False,False,True,1,2,2,0,consistent:increases,True,False,False,False,False,False,False,2,True,True,shared,0.02028849676719969,611,0.09024700268963343,148,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GFER,2671,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0014783194187388072,2059,0.006652437384324632,2481,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GFRA3,2676,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4334,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GGT1,2678,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,True,True,shared,0.0044349582562164215,1212,0.018311039222495044,1101,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GLA,2717,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.005596122243106972,2671,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GLI3,2737,True,False,True,1,4,1,0,mixed,False,True,True,True,False,True,False,16,False,True,hypertension-specific,,,0.010040252718934398,1813,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GLP1R,2740,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,3,True,True,shared,0.025004206846191812,547,0.4832210665242037,26,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GNAI1,2770,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.010611765311471835,1722,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GNAS,2778,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.008963758391943522,872,0.019023291503875085,1056,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GNRHR,2798,True,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,8,True,True,shared,0.0014783194187388072,2085,0.023560715736149738,836,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GPR183,1880,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.14432897293908148,249,0.016887746137675956,1176,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GPX1,2876,False,False,True,2,2,2,0,mixed,True,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.022979058993801166,855,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GPX3,2878,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,True,True,shared,0.0025870589827929123,1597,0.027510494862127446,704,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GPX4,2879,False,False,True,2,2,2,0,mixed,True,True,True,True,False,True,False,2,True,True,shared,0.004229636114724921,1289,0.01791090901939416,1117,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GRK2,156,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.006069938468913243,1066,0.06351222417782192,253,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSK3A,2931,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,False,True,hypertension-specific,,,0.0014783194187388072,4993,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSR,2936,False,False,True,1,3,2,0,mixed,True,False,False,False,False,True,False,5,True,True,shared,0.0036957985468470188,1349,0.024427872433730638,800,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSS,2937,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.009485882936907346,1898,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTA3,2940,False,False,True,1,2,1,0,consistent:decreases,True,False,False,False,False,False,False,2,False,True,hypertension-specific,,,0.0036957985468470188,3769,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTM1,2944,False,False,True,1,3,2,0,mixed,True,False,False,False,False,False,False,3,True,True,shared,0.005280177360953849,1124,0.08493196609153462,169,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTM2,2946,False,False,True,1,2,1,0,mixed,True,False,False,False,False,False,False,2,False,True,hypertension-specific,,,0.02361285498934522,833,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTM3,2947,False,False,True,1,1,1,0,consistent:affects,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.010493398685206143,1742,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTM4,2948,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0022174791281082107,4502,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTM5,2949,False,False,True,1,1,1,0,consistent:increases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.007933236902948615,2196,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTO2,119391,False,False,True,1,1,1,0,consistent:decreases,True,False,False,False,False,False,False,1,False,True,hypertension-specific,,,0.0044144260420672715,3108,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
GSTP1,2950,False,False,True,1,4,2,0,mixed,True,False,False,False,True,False,False,4,True,True,shared,0.0025870589827929123,1624,0.03163202459638174,594,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HBB,3043,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.0029566388374776143,1527,0.009465350722758196,1899,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HCRTR1,3061,False,False,True,1,2,1,0,consistent:inactive,False,True,True,True,False,True,False,2,False,True,hypertension-specific,,,0.04458456540627387,385,,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
HDAC3,8841,False,False,True,1,1,1,0,consistent:inactive,False,True,True,True,False,True,False,1,True,True,shared,0.00406537840153172,1304,0.00577098943090162,2642,MONDO_0003240,HP_0000822,Branch membership is based on gene symbol membership in the independent disease lists; evidence-layer fields are inherited from the expanded molecular universe.
