axis,source,term_id,term_name,term_size_in_background,query_size,intersection_size,raw_hypergeom_p,bh_q_within_source,significant_q_lt_0_05,intersection_genes,themes
cluster_5,GO:BP,GO:1990776,Angiotensinogen,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0010744,Angiotensinogen,12,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0019229,Angiotensinogen,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0034374,Angiotensinogen,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0038060,Angiotensinogen,10,65,1,0.10204451005786644,0.8410941435072627,False,NOS3,
cluster_5,GO:BP,GO:0043407,Angiotensinogen,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0090190,Angiotensinogen,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1903598,Angiotensinogen,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0002430,Complement C3,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0008228,Complement C3,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0010575,Complement C3,15,65,2,0.010817362460304986,0.24519354910024635,False,ARNT;CYP1B1,
cluster_5,GO:BP,GO:0016322,Complement C3,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0030595,Complement C3,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0042113,Complement C3,16,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0045745,Complement C3,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0048260,Complement C3,10,65,1,0.10204451005786644,0.8410941435072627,False,IL4,
cluster_5,GO:BP,GO:0060100,Complement C3,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0097242,Complement C3,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0043086,Metalloproteinase inhibitor 1,6,65,1,0.06251964487816611,0.7576638151571813,False,TIMP1,rna_protein_processing
cluster_5,GO:BP,GO:0051045,Metalloproteinase inhibitor 1,6,65,1,0.06251964487816611,0.7576638151571813,False,TIMP1,rna_protein_processing
cluster_5,GO:BP,GO:0051216,Metalloproteinase inhibitor 1,19,65,1,0.18507460149726748,1.0,False,TIMP1,rna_protein_processing
cluster_5,GO:BP,GO:0071492,Metalloproteinase inhibitor 1,7,65,1,0.0725585613662912,0.7756478525095234,False,TIMP1,rna_protein_processing
cluster_5,GO:BP,GO:0001580,Cystatin-SN,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0018149,Cystatin-A,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0030216,Cystatin-A,24,65,1,0.22788635626043396,1.0,False,CASP3,
cluster_5,GO:BP,GO:0042311,Kininogen-1,20,65,1,0.19381987983682125,1.0,False,NOS3,
cluster_5,GO:BP,GO:0051241,Kininogen-1,10,65,1,0.10204451005786644,0.8410941435072627,False,PPARG,
cluster_5,GO:BP,GO:0009416,Protein c-Fos,10,65,1,0.10204451005786644,0.8410941435072627,False,FOS,rna_protein_processing
cluster_5,GO:BP,GO:0032570,Protein c-Fos,16,65,1,0.15827447838247644,1.0,False,FOS,rna_protein_processing
cluster_5,GO:BP,GO:0032868,Protein c-Fos,24,65,1,0.22788635626043396,1.0,False,FOS,rna_protein_processing
cluster_5,GO:BP,GO:0035902,Protein c-Fos,10,65,2,0.004798414012816967,0.13501744256753948,False,CYP1A1;FOS,rna_protein_processing
cluster_5,GO:BP,GO:0044027,Myc proto-oncogene protein,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0010564,Myc proto-oncogene protein,11,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0032204,Myc proto-oncogene protein,9,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0032873,Myc proto-oncogene protein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0048147,Myc proto-oncogene protein,10,65,1,0.10204451005786644,0.8410941435072627,False,TP53,rna_protein_processing
cluster_5,GO:BP,GO:0051782,Myc proto-oncogene protein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0070371,Myc proto-oncogene protein,19,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0070848,Myc proto-oncogene protein,9,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0014044,GTPase HRas,9,65,1,0.09231990045336147,0.8188373779341626,False,RAF1,
cluster_5,GO:BP,GO:0046579,GTPase HRas,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0098696,GTPase HRas,10,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1900029,GTPase HRas,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:2000774,GTPase KRas,6,65,1,0.06251964487816611,0.7576638151571813,False,TP53,
cluster_5,GO:BP,GO:0007616,Low-density lipoprotein receptor,17,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0010867,Low-density lipoprotein receptor,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0010989,Low-density lipoprotein receptor,7,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0034383,Low-density lipoprotein receptor,8,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0034384,Low-density lipoprotein receptor,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0090181,Low-density lipoprotein receptor,7,65,1,0.0725585613662912,0.7756478525095234,False,EPHX2,rna_protein_processing
cluster_5,GO:BP,GO:1903979,Low-density lipoprotein receptor,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:1905907,Low-density lipoprotein receptor,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0001938,Pro-epidermal growth factor,32,65,1,0.2918225325826264,1.0,False,ARNT,
cluster_5,GO:BP,GO:0002092,Pro-epidermal growth factor,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0010800,Pro-epidermal growth factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0043388,Pro-epidermal growth factor,9,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0046425,Pro-epidermal growth factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1902966,Pro-epidermal growth factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:2000008,Pro-epidermal growth factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:2000060,Pro-epidermal growth factor,16,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1902894,Transforming growth factor beta-1 proprotein,20,65,2,0.018914313045744535,0.3957456268032703,False,ESR1;PPARG,rna_protein_processing
cluster_5,GO:BP,GO:0002244,Transforming growth factor beta-1 proprotein,10,65,1,0.10204451005786644,0.8410941435072627,False,TP53,rna_protein_processing
cluster_5,GO:BP,GO:0003179,Transforming growth factor beta-1 proprotein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0006611,Transforming growth factor beta-1 proprotein,7,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0006754,Transforming growth factor beta-1 proprotein,7,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0010332,Transforming growth factor beta-1 proprotein,10,65,2,0.004798414012816967,0.13501744256753948,False,PARP1;TP53,rna_protein_processing
cluster_5,GO:BP,GO:0010763,Transforming growth factor beta-1 proprotein,8,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0031293,Transforming growth factor beta-1 proprotein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0032740,Transforming growth factor beta-1 proprotein,13,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0042475,Transforming growth factor beta-1 proprotein,9,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0045066,Transforming growth factor beta-1 proprotein,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0050832,Transforming growth factor beta-1 proprotein,8,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0050921,Transforming growth factor beta-1 proprotein,7,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0060325,Transforming growth factor beta-1 proprotein,7,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0060391,Transforming growth factor beta-1 proprotein,20,65,1,0.19381987983682125,1.0,False,PARP1,rna_protein_processing
cluster_5,GO:BP,GO:0070168,Transforming growth factor beta-1 proprotein,6,65,1,0.06251964487816611,0.7576638151571813,False,NOS3,rna_protein_processing
cluster_5,GO:BP,GO:0070723,Transforming growth factor beta-1 proprotein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0085029,Transforming growth factor beta-1 proprotein,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:1902462,Transforming growth factor beta-1 proprotein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:1903077,Transforming growth factor beta-1 proprotein,10,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:1904894,Transforming growth factor beta-1 proprotein,7,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:1990314,Transforming growth factor beta-1 proprotein,7,65,1,0.0725585613662912,0.7756478525095234,False,CCNA2,rna_protein_processing
cluster_5,GO:BP,GO:2000353,Transforming growth factor beta-1 proprotein,11,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0045666,Beta-nerve growth factor,25,65,1,0.23617905071566714,1.0,False,ASCL1,
cluster_5,GO:BP,GO:0048011,Beta-nerve growth factor,5,65,1,0.0523737535889688,0.7576638151571813,False,CASP3,
cluster_5,GO:BP,GO:0006091,Pro-opiomelanocortin,14,65,1,0.13992754607492383,0.9621984067174538,False,GCGR,
cluster_5,GO:BP,GO:0032099,Pro-opiomelanocortin,7,65,1,0.0725585613662912,0.7756478525095234,False,MC4R,
cluster_5,GO:BP,GO:0050777,Pro-opiomelanocortin,8,65,1,0.08249161351840703,0.8013471027502398,False,MC5R,
cluster_5,GO:BP,GO:0060259,Pro-opiomelanocortin,8,65,3,6.29948932218778e-05,0.004974564471198608,True,MC1R;MC3R;MC4R,
cluster_5,GO:BP,GO:0106071,Pro-opiomelanocortin,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0009755,Glycoprotein hormones alpha chain,21,65,1,0.2024727377976217,1.0,False,PPARG,rna_protein_processing
cluster_5,GO:BP,GO:0035773,Glycoprotein hormones alpha chain,8,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0007292,Follitropin subunit beta,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0006590,Thyroglobulin,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0030878,Thyroglobulin,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0019731,VIP peptides,19,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0002674,Insulin,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0042060,Insulin,31,65,1,0.28412495141504635,1.0,False,RAF1,
cluster_5,GO:BP,GO:0045725,Insulin,9,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0046628,Insulin,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0046889,Insulin,11,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0050709,Insulin,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0060267,Insulin,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0090277,Insulin,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0090336,Insulin,9,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1901701,Insulin,7,65,1,0.0725585613662912,0.7756478525095234,False,PARP1,
cluster_5,GO:BP,GO:1903076,Insulin,10,65,1,0.10204451005786644,0.8410941435072627,False,AR,
cluster_5,GO:BP,GO:1990535,Insulin,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0048009,Insulin-like growth factor 2,13,65,1,0.13060698763792317,0.93472127168841,False,RAF1,
cluster_5,GO:BP,GO:2001234,Tumor necrosis factor,12,65,1,0.12118699333828407,0.9072347391196313,False,BCL2,
cluster_5,GO:BP,GO:0001774,Tumor necrosis factor,13,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0003085,Tumor necrosis factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0007259,Tumor necrosis factor,37,65,1,0.32910465649820314,1.0,False,IL4,
cluster_5,GO:BP,GO:0009617,Tumor necrosis factor,10,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0010888,Tumor necrosis factor,9,65,1,0.09231990045336147,0.8188373779341626,False,PPARG,
cluster_5,GO:BP,GO:0032741,Tumor necrosis factor,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0034116,Tumor necrosis factor,9,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0043122,Tumor necrosis factor,19,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0045668,Tumor necrosis factor,17,65,1,0.16730288744273053,1.0,False,PPARG,
cluster_5,GO:BP,GO:0045785,Tumor necrosis factor,22,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0045930,Tumor necrosis factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0046325,Tumor necrosis factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0046677,Tumor necrosis factor,8,65,1,0.08249161351840703,0.8013471027502398,False,TP53,
cluster_5,GO:BP,GO:0048143,Tumor necrosis factor,10,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0048566,Tumor necrosis factor,7,65,1,0.0725585613662912,0.7756478525095234,False,CXCL8,
cluster_5,GO:BP,GO:0050768,Tumor necrosis factor,14,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0050793,Tumor necrosis factor,12,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0050901,Tumor necrosis factor,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0050966,Tumor necrosis factor,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0051044,Tumor necrosis factor,9,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0060252,Tumor necrosis factor,10,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0071316,Tumor necrosis factor,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1900222,Tumor necrosis factor,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1903829,Tumor necrosis factor,13,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1904996,Tumor necrosis factor,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:2000010,Tumor necrosis factor,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:2000347,Tumor necrosis factor,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:2000573,Tumor necrosis factor,8,65,1,0.08249161351840703,0.8013471027502398,False,CCNA2,
cluster_5,GO:BP,GO:0046597,Interferon alpha-2,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0097696,Interferon alpha-2,15,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0030101,Interferon beta,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0042100,Interferon beta,10,65,1,0.10204451005786644,0.8410941435072627,False,BCL2,
cluster_5,GO:BP,GO:2001235,Interferon beta,11,65,1,0.11166651909944877,0.8733534784519188,False,PPARG,
cluster_5,GO:BP,GO:1900451,Interferon gamma,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0042531,Interferon gamma,11,65,1,0.11166651909944877,0.8733534784519188,False,IL4,
cluster_5,GO:BP,GO:0038096,Interferon gamma,11,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0038196,Interferon gamma,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0045348,Interferon gamma,5,65,1,0.0523737535889688,0.7576638151571813,False,IL4,
cluster_5,GO:BP,GO:0050769,Interferon gamma,11,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0060333,Interferon gamma,8,65,2,0.003027196301480263,0.10151474720580389,False,RAF1;TP53,
cluster_5,GO:BP,GO:0032743,Interleukin-1 alpha,17,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:2000660,Interleukin-1 alpha,7,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:0030949,Interleukin-1 beta,7,65,1,0.0725585613662912,0.7756478525095234,False,ARNT,inflammatory_signaling
cluster_5,GO:BP,GO:0042102,Interleukin-1 beta,22,65,1,0.21103413697898496,1.0,False,IL4,inflammatory_signaling
cluster_5,GO:BP,GO:0043409,Interleukin-1 beta,25,65,1,0.23617905071566714,1.0,False,PPARG,inflammatory_signaling
cluster_5,GO:BP,GO:0046627,Interleukin-1 beta,15,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:0050805,Interleukin-1 beta,6,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:0050996,Interleukin-1 beta,9,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:2000556,Interleukin-1 beta,5,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:0038110,Interleukin-2 receptor subunit alpha,5,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:0070665,Interleukin-2 receptor subunit alpha,5,65,0,1.0,1.0,False,,inflammatory_signaling
cluster_5,GO:BP,GO:1902107,Interleukin-2 receptor subunit alpha,6,65,1,0.06251964487816611,0.7576638151571813,False,IL4,inflammatory_signaling
cluster_5,GO:BP,GO:0003094,Immunoglobulin J chain,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0010524,T-cell surface glycoprotein CD4,9,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0035723,T-cell surface glycoprotein CD4,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0045657,T-cell surface glycoprotein CD4,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0050853,Immunoglobulin heavy constant gamma 1,18,65,1,0.17623593123151124,1.0,False,BCL2,
cluster_5,GO:BP,GO:0001916,"HLA class I histocompatibility antigen, B alpha chain",10,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0002486,"HLA class I histocompatibility antigen, B alpha chain",5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0019882,"HLA class I histocompatibility antigen, B alpha chain",19,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0002503,"HLA class II histocompatibility antigen, DRB1 beta chain",8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0002862,"HLA class II histocompatibility antigen, DRB1 beta chain",10,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0043382,"HLA class II histocompatibility antigen, DRB1 beta chain",5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0051262,"HLA class II histocompatibility antigen, DRB1 beta chain",9,65,1,0.09231990045336147,0.8188373779341626,False,TP53,
cluster_5,GO:BP,GO:0001568,Collagen alpha-1(I) chain,12,65,1,0.12118699333828407,0.9072347391196313,False,AHR,
cluster_5,GO:BP,GO:0055093,Collagen alpha-1(I) chain,7,65,1,0.0725585613662912,0.7756478525095234,False,CYP1A1,
cluster_5,GO:BP,GO:0001894,Collagen alpha-1(III) chain,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0032905,Collagen alpha-1(III) chain,5,65,1,0.0523737535889688,0.7576638151571813,False,JUN,
cluster_5,GO:BP,GO:0035264,Collagen alpha-1(III) chain,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0051403,Alpha-crystallin B chain,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0042633,"Keratin, type I cytoskeletal 14",6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0006303,Prelamin-A/C,14,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0006656,Apolipoprotein A-I,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0034375,Apolipoprotein A-I,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0070328,Apolipoprotein A-I,12,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0060999,Apolipoprotein E,8,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:1902951,Apolipoprotein E,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0000302,Apolipoprotein E,8,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0007271,Apolipoprotein E,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0015909,Apolipoprotein E,10,65,1,0.10204451005786644,0.8410941435072627,False,PPARG,rna_protein_processing
cluster_5,GO:BP,GO:0032438,Apolipoprotein E,7,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0035641,Apolipoprotein E,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0042982,Apolipoprotein E,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0043254,Apolipoprotein E,12,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0044794,Apolipoprotein E,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0045088,Apolipoprotein E,11,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0048168,Apolipoprotein E,16,65,1,0.15827447838247644,1.0,False,SYP,rna_protein_processing
cluster_5,GO:BP,GO:0009395,Apolipoprotein A-II,6,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0045907,Fibrinogen alpha chain,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0072378,Fibrinogen alpha chain,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:1902042,Fibrinogen alpha chain,13,65,1,0.13060698763792317,0.93472127168841,False,NOS3,
cluster_5,GO:BP,GO:0006820,Band 3 anion transport protein,7,65,0,1.0,1.0,False,,rna_protein_processing;transport_trafficking
cluster_5,GO:BP,GO:0015701,Band 3 anion transport protein,10,65,0,1.0,1.0,False,,rna_protein_processing;transport_trafficking
cluster_5,GO:BP,GO:0001755,Fibronectin,11,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0035987,Fibronectin,14,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0043542,Fibronectin,15,65,2,0.010817362460304986,0.24519354910024635,False,CYP1B1;NOS3,
cluster_5,GO:BP,GO:0048484,Fibronectin,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0071635,Fibronectin,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0048738,Retinol-binding protein 4,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0030500,Alpha-2-HS-glycoprotein,8,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0030502,Alpha-2-HS-glycoprotein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0006783,Albumin,9,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0009267,Albumin,28,65,1,0.26053451884830625,1.0,False,GCGR,
cluster_5,GO:BP,GO:0051902,Albumin,5,65,1,0.0523737535889688,0.7576638151571813,False,BCL2,
cluster_5,GO:BP,GO:0042359,Vitamin D-binding protein,6,65,2,0.0016442971429820946,0.06822439671220623,False,CYP1A1;CYP3A4,rna_protein_processing
cluster_5,GO:BP,GO:0006826,Serotransferrin,7,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0060586,Serotransferrin,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0006914,Ferritin light chain,26,65,1,0.2443840352973035,1.0,False,TP53,
cluster_5,GO:BP,GO:0110076,Ferritin heavy chain,11,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0036016,Metallothionein-2,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0045926,Metallothionein-2,11,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0071294,Metallothionein-2,16,65,1,0.15827447838247644,1.0,False,PARP1,
cluster_5,GO:BP,GO:0033574,Osteocalcin,17,65,1,0.16730288744273053,1.0,False,AR,
cluster_5,GO:BP,GO:0045124,Osteocalcin,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0071305,Osteocalcin,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0030520,Estrogen receptor,11,65,3,0.00018138868130126434,0.013455742176530155,True,AR;ESR1;ESR2,
cluster_5,GO:BP,GO:0071168,Estrogen receptor,9,65,2,0.0038653180387715137,0.11977593112547678,False,ESR1;PARP1,
cluster_5,GO:BP,GO:0007548,Anti-Muellerian hormone,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0008406,Anti-Muellerian hormone,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0050776,C4b-binding protein alpha chain,12,65,1,0.12118699333828407,0.9072347391196313,False,IL4,rna_protein_processing
cluster_5,GO:BP,GO:0033627,Vitronectin,15,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0010142,3-hydroxy-3-methylglutaryl-coenzyme A reductase,5,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0036197,3-hydroxy-3-methylglutaryl-coenzyme A reductase,8,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0009650,Catalase,7,65,1,0.0725585613662912,0.7756478525095234,False,MC1R,
cluster_5,GO:BP,GO:0033197,Catalase,7,65,1,0.0725585613662912,0.7756478525095234,False,CCND1,
cluster_5,GO:BP,GO:0042744,Catalase,6,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0046686,Catalase,11,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0035023,RAF proto-oncogene serine/threonine-protein kinase,13,65,1,0.13060698763792317,0.93472127168841,False,RAF1,rna_protein_processing
cluster_5,GO:BP,GO:0038127,RAF proto-oncogene serine/threonine-protein kinase,6,65,1,0.06251964487816611,0.7576638151571813,False,RAF1,rna_protein_processing
cluster_5,GO:BP,GO:0038133,RAF proto-oncogene serine/threonine-protein kinase,6,65,1,0.06251964487816611,0.7576638151571813,False,RAF1,rna_protein_processing
cluster_5,GO:BP,GO:0006941,Fructose-bisphosphate aldolase A,32,65,0,1.0,1.0,False,,
cluster_5,GO:BP,GO:0010886,Apolipoprotein B-100,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0071383,Glucocorticoid receptor,11,65,1,0.11166651909944877,0.8733534784519188,False,AR,
cluster_5,GO:BP,GO:0010039,Trefoil factor 1,9,65,2,0.0038653180387715137,0.11977593112547678,False,BCL2;CCND1,
cluster_5,GO:BP,GO:0071280,Major prion protein,21,65,1,0.2024727377976217,1.0,False,CYP1A1,rna_protein_processing
cluster_5,GO:BP,GO:0010955,Major prion protein,5,65,0,1.0,1.0,False,,rna_protein_processing
cluster_5,GO:BP,GO:0032703,Major prion protein,10,65,0,1.0,1.0,False,,rna_protein_processing
