test_id,biomarker,variable,exposure_axis,matrix,analysis,exposure_variable,status,N,CRC_N,Control_N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,fit_status,warning_message,analytic_n,t2d_cases,controls,dropped_cycle,direction,ci_excludes_1
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2001-2002,axis_log2,ok,11581,1786,9795,0.051742839815700874,0.022094560179403862,1.0531048910408838,1.0080436942374367,1.1001803968162203,0.020780980609828217,124,244,120,Newton-IRLS converged,ok,,11581,1786,9795,2001-2002,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2003-2004,axis_log2,ok,11649,1771,9878,0.058309525914102635,0.02319130608835252,1.060043055731943,1.0124847264481838,1.1098352900072341,0.013207891446531483,124,244,120,Newton-IRLS converged,ok,,11649,1771,9878,2003-2004,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2005-2006,axis_log2,ok,11694,1797,9897,0.06118851211262812,0.023958907589109235,1.0630993023942275,1.0138623259295305,1.1147274120427741,0.011863506698018339,124,244,120,Newton-IRLS converged,ok,,11694,1797,9897,2005-2006,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2007-2008,axis_log2,ok,11452,1691,9761,0.04880024920473684,0.02298040913902197,1.050010589340467,1.0033174288832774,1.09887679211778,0.0357101899277038,123,242,119,Newton-IRLS converged,ok,,11452,1691,9761,2007-2008,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2009-2010,axis_log2,ok,11376,1717,9659,0.05644590952017745,0.021896190337730177,1.0580693817718134,1.0131899735887013,1.1049367303524527,0.011119906416766405,123,243,120,Newton-IRLS converged,ok,,11376,1717,9659,2009-2010,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2011-2012,axis_log2,ok,11573,1716,9857,0.05337459747391088,0.022429028178896273,1.0548247057905795,1.0090144839406825,1.1027147554916494,0.018876013188138016,122,243,121,Newton-IRLS converged,ok,,11573,1716,9857,2011-2012,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2013-2014,axis_log2,ok,11438,1671,9767,0.046757768956805376,0.02269818352843636,1.047868152139258,1.0018333842133975,1.0960182417257676,0.041492841749982357,124,244,120,Newton-IRLS converged,ok,,11438,1671,9767,2013-2014,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2015-2016,axis_log2,ok,11564,1698,9866,0.042929296304135896,0.019057097991091333,1.0438640871924618,1.0052235566182068,1.0839899496545637,0.026038241179271886,124,244,120,Newton-IRLS converged,ok,,11564,1698,9866,2015-2016,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2017-2018,axis_log2,ok,11625,1673,9952,0.040947656158088534,0.023651683694706074,1.0417975724308206,0.9941515182421621,1.0917271281160745,0.08588928323572838,124,244,120,Newton-IRLS converged,ok,,11625,1673,9952,2017-2018,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2003-2004,axis_log2,ok,10236,1617,8619,0.06960474102953912,0.025353324974228857,1.072084346542437,1.0195438028832502,1.1273324822836865,0.007071076532800515,109,214,105,Newton-IRLS converged,ok,,10236,1617,8619,2003-2004,same,True
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2005-2006,axis_log2,ok,10281,1643,8638,0.07008784298653238,0.0257861527495737,1.0726023977140053,1.0191618018293032,1.1288451956468866,0.007641509042309848,109,214,105,Newton-IRLS converged,ok,,10281,1643,8638,2005-2006,same,True
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2007-2008,axis_log2,ok,10039,1537,8502,0.050403224459275836,0.025563976043411256,1.0516950800699658,0.9997310251983219,1.1063601244384271,0.051206998105353625,108,212,104,Newton-IRLS converged,ok,,10039,1537,8502,2007-2008,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2009-2010,axis_log2,ok,9963,1563,8400,0.06025253945064914,0.023542309443927923,1.06210473602629,1.013680328864763,1.1128424200090923,0.011871284215776498,108,213,105,Newton-IRLS converged,ok,,9963,1563,8400,2009-2010,same,True
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2011-2012,axis_log2,ok,10160,1562,8598,0.05649717875127114,0.024485337832229715,1.05812362956607,1.0079896000845614,1.1107511579009817,0.02295778185769864,107,213,106,Newton-IRLS converged,ok,,10160,1562,8598,2011-2012,same,True
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2013-2014,axis_log2,ok,10025,1517,8508,0.044014542732672184,0.02474558774896709,1.0449975518979808,0.9949822236115214,1.0975270286830159,0.0780796121204943,109,214,105,Newton-IRLS converged,ok,,10025,1517,8508,2013-2014,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2015-2016,axis_log2,ok,10151,1544,8607,0.038341222509735644,0.020249220647350255,1.0390857318347935,0.9982095303009163,1.0816357942176393,0.06094738352043336,109,214,105,Newton-IRLS converged,ok,,10151,1544,8607,2015-2016,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,LOCO_drop_2017-2018,axis_log2,ok,10212,1519,8693,0.03769643511520116,0.026395597636819184,1.0384159584070025,0.9854875543136251,1.0941870325550238,0.15611251028633386,109,214,105,Newton-IRLS converged,ok,,10212,1519,8693,2017-2018,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2003-2004,axis_log2,ok,10173,1569,8604,-0.07536110780507986,0.032409107533629404,0.9274085313955878,0.8697104791465385,0.9889343692274909,0.021906931005614763,109,214,105,Newton-IRLS converged,ok,,10173,1569,8604,2003-2004,same,True
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2005-2006,axis_log2,ok,10134,1588,8546,-0.07685179261720142,0.03139916690739399,0.9260270874877441,0.8701550014359937,0.9854866838044734,0.015978657890868445,109,214,105,Newton-IRLS converged,ok,,10134,1588,8546,2005-2006,same,True
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2007-2008,axis_log2,ok,9977,1518,8459,-0.054571692312762154,0.03302752658129297,0.9468906216457599,0.8868867523656948,1.010954157302592,0.1013759642432999,108,212,104,Newton-IRLS converged,ok,,9977,1518,8459,2007-2008,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2009-2010,axis_log2,ok,9877,1529,8348,-0.08006085196696716,0.03170390932956499,0.9230601746503163,0.8668377143893279,0.9829291825699115,0.01301312029586519,108,213,105,Newton-IRLS converged,ok,,9877,1529,8348,2009-2010,same,True
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2011-2012,axis_log2,ok,10152,1537,8615,-0.07606034023404411,0.028200719261354423,0.9267602839397715,0.8763716875981905,0.9800460649773041,0.008127580291221294,107,213,106,Newton-IRLS converged,ok,,10152,1537,8615,2011-2012,same,True
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2013-2014,axis_log2,ok,9955,1477,8478,-0.061697533987566305,0.03213888459163175,0.9401672124172629,0.8821477161196845,1.0020026931459203,0.057507843732724676,109,214,105,Newton-IRLS converged,ok,,9955,1477,8478,2013-2014,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2015-2016,axis_log2,ok,10073,1508,8565,-0.06073696990843268,0.03177010845024102,0.9410707371471179,0.8836411019933802,1.0022328412709511,0.05853203668280332,109,214,105,Newton-IRLS converged,ok,,10073,1508,8565,2015-2016,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,LOCO_drop_2017-2018,axis_log2,ok,10159,1482,8677,-0.06242477324823886,0.03262001121856753,0.9394837344649193,0.88066623299982,1.0022295101716832,0.05828191099992324,109,214,105,Newton-IRLS converged,ok,,10159,1482,8677,2017-2018,same,False
NHANES_URXUSR,URXUSR,URXUSR,metal exposure axis,urine,LOCO_drop_2011-2012,axis_log2,ok,3060,488,2572,-0.13247069643679915,0.05536271824114193,0.8759286015592627,0.7822847682075148,0.9807821220750634,0.02318484418880724,30,60,30,Newton-IRLS converged,ok,,3060,488,2572,2011-2012,same,True
NHANES_URXUSR,URXUSR,URXUSR,metal exposure axis,urine,LOCO_drop_2013-2014,axis_log2,ok,2921,487,2434,-0.060950400824762684,0.06758062816385577,0.9408699049900152,0.8198715185431049,1.0797254912440024,0.37385305132590174,32,61,29,Newton-IRLS converged,ok,,2921,487,2434,2013-2014,same,False
NHANES_URXUSR,URXUSR,URXUSR,metal exposure axis,urine,LOCO_drop_2015-2016,axis_log2,ok,2989,449,2540,-0.18462525861251491,0.057560049815604,0.8314157913883389,0.7394332657231869,0.934840573467889,0.0030360580396848152,32,61,29,Newton-IRLS converged,ok,,2989,449,2540,2015-2016,same,True
