test_id,biomarker,variable,exposure_axis,matrix,analysis,exposure_variable,status,N,CRC_N,Control_N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,fit_status,warning_message,analytic_n,t2d_cases,controls,cycle,direction,ci_excludes_1
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1345,169,1176,0.005049097611305883,0.06610921312673163,1.005061865784857,0.8729654023664879,1.1571470659851617,0.9401300623494027,15,30,15,Newton-IRLS converged,ok,,1345,169,1176,2003-2004,same,False
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1300,143,1157,0.03682467303923882,0.04588832986175074,1.0375111012227831,0.9408383054957236,1.1441171972620165,0.43480369507208716,15,30,15,Newton-IRLS converged,ok,,1300,143,1157,2005-2006,same,False
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1542,249,1293,0.042061131408909956,0.07403628213561447,1.0429582343083073,0.8914652912410477,1.2201954346390553,0.5778433658685997,16,32,16,Newton-IRLS converged,ok,,1542,249,1293,2007-2008,same,False
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1618,223,1395,-0.001852259772640835,0.06966051438415455,0.9981494546018395,0.8611160888720298,1.1569895703923025,0.9791157225272611,16,31,15,Newton-IRLS converged,ok,,1618,223,1395,2009-2010,discordant,False
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1421,224,1197,0.05367491012505179,0.08518246077564721,1.0551415305653271,0.8815757281281321,1.262879199144564,0.5369965540640232,17,31,14,Newton-IRLS converged,ok,,1421,224,1197,2011-2012,same,False
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1556,269,1287,0.24903681628920507,0.08885147117759241,1.2827892597408264,1.0614696269540302,1.5502547064191055,0.01338270829214951,15,30,15,Newton-IRLS converged,ok,,1556,269,1287,2013-2014,same,True
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1430,242,1188,0.13048292477757323,0.11904604271681087,1.1393784845864066,0.8840358093310734,1.4684736946580452,0.29033396606867795,15,30,15,Newton-IRLS converged,ok,,1430,242,1188,2015-2016,same,False
NHANES_URXMOH,URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1369,267,1102,0.2121824887899665,0.10370794750182903,1.2363734887947198,0.991173416256977,1.5422320440826962,0.0587086254220374,15,30,15,Newton-IRLS converged,ok,,1369,267,1102,2017-2018,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2003-2004,axis_log2,ok,1345,169,1176,-0.05762395325696497,0.09721395586695217,0.9440048706557751,0.767335929269953,1.1613494974354535,0.5621764476590849,15,30,15,Newton-IRLS converged,ok,,1345,169,1176,2003-2004,discordant,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2005-2006,axis_log2,ok,1300,143,1157,0.008965844575669133,0.061446827681158354,1.0090061581518273,0.8851439707765418,1.1502009399613613,0.8859334541475085,15,30,15,Newton-IRLS converged,ok,,1300,143,1157,2005-2006,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2007-2008,axis_log2,ok,1542,249,1293,0.04306825324050436,0.07548784970688724,1.0440091494264716,0.8896218097951315,1.225189279405355,0.5762422451018575,16,32,16,Newton-IRLS converged,ok,,1542,249,1293,2007-2008,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2009-2010,axis_log2,ok,1618,223,1395,-0.0023927575927537113,0.07341055654966673,0.9976101027698555,0.8538359621449046,1.1655938157587016,0.9744013479072009,16,31,15,Newton-IRLS converged,ok,,1618,223,1395,2009-2010,discordant,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1421,224,1197,0.033336844253128044,0.07736901274270368,1.033898743442766,0.8781854367382731,1.2172219749655337,0.671968507436133,17,31,14,Newton-IRLS converged,ok,,1421,224,1197,2011-2012,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1556,269,1287,0.2962376476620545,0.07245243921097917,1.3447897049899584,1.1523564456379163,1.5693576041446626,0.0009681539517265724,15,30,15,Newton-IRLS converged,ok,,1556,269,1287,2013-2014,same,True
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1430,242,1188,0.1855554202887515,0.14163800097207815,1.2038869176869567,0.8901735524469098,1.6281585839006836,0.20988133452859803,15,30,15,Newton-IRLS converged,ok,,1430,242,1188,2015-2016,same,False
NHANES_URXECP,URXECP,URXECP,DEHP-related exposure axis;phthalate exposure axis,urine,Single_cycle_2017-2018,axis_log2,ok,1369,267,1102,0.2808161997989778,0.11972065127885247,1.324210191466925,1.0259691438094547,1.7091475331060644,0.03316083470701222,15,30,15,Newton-IRLS converged,ok,,1369,267,1102,2017-2018,same,True
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2003-2004,axis_log2,ok,1327,175,1152,-0.045462954693665084,0.07205463647929383,0.9555550007440048,0.819514016786672,1.1141790631319495,0.5375684457827421,15,30,15,Newton-IRLS converged,ok,,1327,175,1152,2003-2004,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2005-2006,axis_log2,ok,1366,156,1210,-0.03042614215188249,0.08469357049108654,0.9700320739031055,0.8098176221662343,1.1619433791570482,0.7244152888457301,15,30,15,Newton-IRLS converged,ok,,1366,156,1210,2005-2006,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2007-2008,axis_log2,ok,1523,226,1297,-0.19231683468148922,0.0673957876616297,0.8250454240723897,0.7152025268291391,0.9517583149498683,0.011496347892409216,16,32,16,Newton-IRLS converged,ok,,1523,226,1297,2007-2008,same,True
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2009-2010,axis_log2,ok,1623,215,1408,0.06593117853583594,0.08989812893481895,1.068153202768972,0.8828108260338129,1.2924074229034348,0.47392502555335037,16,31,15,Newton-IRLS converged,ok,,1623,215,1408,2009-2010,discordant,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2011-2012,axis_log2,ok,1348,207,1141,0.016985665356174535,0.1125844294177534,1.0171307420138285,0.8020801666851282,1.2898398306309644,0.8818536525422731,17,31,14,Newton-IRLS converged,ok,,1348,207,1141,2011-2012,discordant,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2013-2014,axis_log2,ok,1545,267,1278,-0.11741541613694471,0.08395946809347682,0.8892157218664669,0.7435116929913163,1.063472985654493,0.18230385803680338,15,30,15,Newton-IRLS converged,ok,,1545,267,1278,2013-2014,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2015-2016,axis_log2,ok,1427,236,1191,-0.13336049028901162,0.08900572682945747,0.8751495523226287,0.7239219427486203,1.0579686754935806,0.15479399105935632,15,30,15,Newton-IRLS converged,ok,,1427,236,1191,2015-2016,same,False
NHANES_LBXPFHS,LBXPFHS,LBXPFHS,PFAS exposure axis,serum_or_blood,Single_cycle_2017-2018,axis_log2,ok,1341,262,1079,-0.12656650118735685,0.06225272945097221,0.8811155523647153,0.771626192302437,1.0061408287637326,0.06013218028371562,15,30,15,Newton-IRLS converged,ok,,1341,262,1079,2017-2018,same,False
NHANES_URXUSR,URXUSR,URXUSR,metal exposure axis,urine,Single_cycle_2011-2012,axis_log2,ok,1425,224,1201,-0.13253145292525229,0.10132025176427543,0.8758753848299434,0.7073013272445169,1.084626396418159,0.20826985037685913,17,31,14,Newton-IRLS converged,ok,,1425,224,1201,2011-2012,same,False
NHANES_URXUSR,URXUSR,URXUSR,metal exposure axis,urine,Single_cycle_2013-2014,axis_log2,ok,1564,225,1339,-0.25120533560671504,0.053814597566026655,0.7778626322638992,0.6935663046085971,0.8724043694913691,0.00030330023579369365,15,30,15,Newton-IRLS converged,ok,,1564,225,1339,2013-2014,same,True
NHANES_URXUSR,URXUSR,URXUSR,metal exposure axis,urine,Single_cycle_2015-2016,axis_log2,ok,1496,263,1233,-0.03684552845369962,0.0890351712103478,0.9638250073897647,0.7972240654194324,1.1652415991495941,0.6848541496265964,15,30,15,Newton-IRLS converged,ok,,1496,263,1233,2015-2016,same,False
