target_id,approved_symbol,overall_score,datasource_scores_json
ENSG00000169710,FASN,0.11817812309562142,"[{""id"": ""europepmc"", ""score"": 0.9719701943042534}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000104689,TNFRSF10A,0.11806640566146531,"[{""id"": ""europepmc"", ""score"": 0.87606217369676}, {""id"": ""clinical_precedence"", ""score"": 0.07599134970145263}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000145423,SFRP2,0.11783167676792318,"[{""id"": ""europepmc"", ""score"": 0.9349734187952314}, {""id"": ""expression_atlas"", ""score"": 0.13658954398970055}]"
ENSG00000085563,ABCB1,0.11781664284071518,"[{""id"": ""europepmc"", ""score"": 0.9605311764072988}, {""id"": ""expression_atlas"", ""score"": 0.0338639201677426}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000111537,IFNG,0.11780950775270424,"[{""id"": ""europepmc"", ""score"": 0.9689384730592913}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000115009,CCL20,0.11774568876429753,"[{""id"": ""europepmc"", ""score"": 0.9542612841327301}, {""id"": ""expression_atlas"", ""score"": 0.05660920790713821}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000160862,AZGP1,0.11773046247204638,"[{""id"": ""europepmc"", ""score"": 0.8860974183302999}, {""id"": ""expression_atlas"", ""score"": 0.32876374922538915}]"
ENSG00000017427,IGF1,0.11768307877819514,"[{""id"": ""europepmc"", ""score"": 0.9678986427446749}]"
ENSG00000067225,PKM,0.11768029342177021,"[{""id"": ""europepmc"", ""score"": 0.9678757342455837}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000245910,SNHG6,0.11763649919272279,"[{""id"": ""europepmc"", ""score"": 0.9513215635849314}, {""id"": ""expression_atlas"", ""score"": 0.06477591901558219}]"
ENSG00000184584,STING1,0.11760620466255758,"[{""id"": ""europepmc"", ""score"": 0.9672663823300063}]"
ENSG00000196611,MMP1,0.11755961219821194,"[{""id"": ""europepmc"", ""score"": 0.8966096980260632}, {""id"": ""expression_atlas"", ""score"": 0.2810939158970072}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000174697,LEP,0.1175595804737686,"[{""id"": ""europepmc"", ""score"": 0.9524408405364501}, {""id"": ""expression_atlas"", ""score"": 0.05776830216945189}]"
ENSG00000135046,ANXA1,0.11749846021701703,"[{""id"": ""europepmc"", ""score"": 0.8284011411975117}, {""id"": ""impc"", ""score"": 0.5412681959711547}, {""id"": ""expression_atlas"", ""score"": 0.02395831483786063}]"
ENSG00000100462,PRMT5,0.11747018446955386,"[{""id"": ""europepmc"", ""score"": 0.9661476678847264}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000089685,BIRC5,0.11744711209319403,"[{""id"": ""europepmc"", ""score"": 0.9659579063489523}]"
ENSG00000123500,COL10A1,0.11743039614179422,"[{""id"": ""europepmc"", ""score"": 0.8428199810200578}, {""id"": ""expression_atlas"", ""score"": 0.492001771900405}]"
ENSG00000185591,SP1,0.11737366356219738,"[{""id"": ""europepmc"", ""score"": 0.9653538200673786}]"
ENSG00000111328,CDK2AP1,0.11725609823599695,"[{""id"": ""gwas_credible_sets"", ""score"": 0.18547560617611442}, {""id"": ""europepmc"", ""score"": 0.14803543605722996}]"
ENSG00000151012,SLC7A11,0.11722620472098756,"[{""id"": ""europepmc"", ""score"": 0.9463280052826459}, {""id"": ""expression_atlas"", ""score"": 0.07125208720327193}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000253352,TUG1,0.11720939421668802,"[{""id"": ""europepmc"", ""score"": 0.9640027670679687}]"
ENSG00000145388,METTL14,0.11716399620793203,"[{""id"": ""europepmc"", ""score"": 0.9636293856820091}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000116106,EPHA4,0.117128019681558,"[{""id"": ""clinical_precedence"", ""score"": 0.16837309441138645}, {""id"": ""europepmc"", ""score"": 0.3640697687239781}, {""id"": ""impc"", ""score"": 0.27405520356331875}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000145824,CXCL14,0.11712514824623754,"[{""id"": ""europepmc"", ""score"": 0.9171375318677004}, {""id"": ""expression_atlas"", ""score"": 0.18468937631441049}]"
ENSG00000108244,KRT23,0.11705601129754674,"[{""id"": ""europepmc"", ""score"": 0.8670185035008914}, {""id"": ""expression_atlas"", ""score"": 0.38289098916537745}]"
ENSG00000171552,BCL2L1,0.11705498867783318,"[{""id"": ""europepmc"", ""score"": 0.9627328401333453}]"
ENSG00000102967,DHODH,0.11703071124828666,"[{""id"": ""europepmc"", ""score"": 0.8105504680897225}, {""id"": ""clinical_precedence"", ""score"": 0.12158615952232422}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000140718,FTO,0.11697853155287383,"[{""id"": ""europepmc"", ""score"": 0.9621040093086877}]"
ENSG00000070831,CDC42,0.11692440242818598,"[{""id"": ""europepmc"", ""score"": 0.9616588178090921}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000105664,COMP,0.11685389830336758,"[{""id"": ""europepmc"", ""score"": 0.8945181907370686}, {""id"": ""expression_atlas"", ""score"": 0.26624302965350555}]"
ENSG00000065978,YBX1,0.11674904167427862,"[{""id"": ""europepmc"", ""score"": 0.9602165421866338}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000163220,S100A9,0.11673785570143093,"[{""id"": ""europepmc"", ""score"": 0.9492745654587709}, {""id"": ""expression_atlas"", ""score"": 0.04339990539247428}]"
ENSG00000159399,HK2,0.11672301632203613,"[{""id"": ""europepmc"", ""score"": 0.9558592035526088}, {""id"": ""expression_atlas"", ""score"": 0.016573159971036883}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000171236,LRG1,0.11671360494170711,"[{""id"": ""europepmc"", ""score"": 0.9337010667775567}, {""id"": ""expression_atlas"", ""score"": 0.104896086951126}]"
ENSG00000137699,TRIM29,0.11671068872613562,"[{""id"": ""europepmc"", ""score"": 0.9016639078955453}, {""id"": ""expression_atlas"", ""score"": 0.23294878341561506}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000134333,LDHA,0.11668069239895268,"[{""id"": ""europepmc"", ""score"": 0.9596543953469404}]"
ENSG00000228630,HOTAIR,0.11663468726820526,"[{""id"": ""europepmc"", ""score"": 0.9592760206131042}]"
ENSG00000137033,IL33,0.11662154341718305,"[{""id"": ""europepmc"", ""score"": 0.9547581685097617}, {""id"": ""expression_atlas"", ""score"": 0.017638995675806554}]"
ENSG00000151623,NR3C2,0.1165727147617312,"[{""id"": ""europepmc"", ""score"": 0.908710955973883}, {""id"": ""expression_atlas"", ""score"": 0.20022145720918116}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000214367,HAUS3,0.11647833423687726,"[{""id"": ""europepmc"", ""score"": 0.9334448703387153}, {""id"": ""expression_atlas"", ""score"": 0.09818082381427679}]"
ENSG00000100368,CSF2RB,0.116379440319959,"[{""id"": ""clinical_precedence"", ""score"": 0.18946801066551064}, {""id"": ""europepmc"", ""score"": 0.039346632178752144}]"
ENSG00000271503,CCL5,0.11635589797878544,"[{""id"": ""europepmc"", ""score"": 0.9506099462620536}, {""id"": ""expression_atlas"", ""score"": 0.025492553168999604}]"
ENSG00000139269,INHBE,0.11625412395420655,"[{""id"": ""europepmc"", ""score"": 0.9371262009180156}, {""id"": ""expression_atlas"", ""score"": 0.07607932369685344}]"
ENSG00000198901,PRC1,0.11622306154480508,"[{""id"": ""europepmc"", ""score"": 0.7858158085880463}, {""id"": ""gwas_credible_sets"", ""score"": 0.1360597973841449}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000229807,XIST,0.11620146267689233,"[{""id"": ""europepmc"", ""score"": 0.9557129128299902}]"
ENSG00000172270,BSG,0.11613529889959945,"[{""id"": ""europepmc"", ""score"": 0.9479720012861859}, {""id"": ""expression_atlas"", ""score"": 0.02878695838269795}]"
ENSG00000196154,S100A4,0.11605693881033322,"[{""id"": ""europepmc"", ""score"": 0.9545242588982689}]"
ENSG00000269821,KCNQ1OT1,0.11599040644445356,"[{""id"": ""europepmc"", ""score"": 0.9539770554489532}]"
ENSG00000136231,IGF2BP3,0.11594015387034873,"[{""id"": ""europepmc"", ""score"": 0.9092766336545491}, {""id"": ""expression_atlas"", ""score"": 0.17714845380624425}]"
ENSG00000117707,PROX1,0.11592986715745815,"[{""id"": ""europepmc"", ""score"": 0.9126173334384242}, {""id"": ""expression_atlas"", ""score"": 0.16344723743868378}]"
ENSG00000135372,NAT10,0.11592466137358741,"[{""id"": ""europepmc"", ""score"": 0.9534363272022148}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000169248,CXCL11,0.11591278047528755,"[{""id"": ""europepmc"", ""score"": 0.9121155370871488}, {""id"": ""expression_atlas"", ""score"": 0.16489229694926835}]"
ENSG00000103257,SLC7A5,0.11587269149629982,"[{""id"": ""europepmc"", ""score"": 0.9207692560278455}, {""id"": ""expression_atlas"", ""score"": 0.12895855465939526}]"
ENSG00000162772,ATF3,0.11586184266533073,"[{""id"": ""europepmc"", ""score"": 0.929703821251353}, {""id"": ""expression_atlas"", ""score"": 0.09286338370218947}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000100811,YY1,0.11583774064718437,"[{""id"": ""europepmc"", ""score"": 0.9527214372283517}]"
ENSG00000077463,SIRT6,0.11579752281440465,"[{""id"": ""europepmc"", ""score"": 0.9331254019603051}, {""id"": ""expression_atlas"", ""score"": 0.07706103545102937}]"
ENSG00000120708,TGFBI,0.11575824750903647,"[{""id"": ""europepmc"", ""score"": 0.8899281207056869}, {""id"": ""expression_atlas"", ""score"": 0.2485580625688045}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000000938,FGR,0.11575399836678482,"[{""id"": ""clinical_precedence"", ""score"": 0.16375291512333026}, {""id"": ""europepmc"", ""score"": 0.5330724525978785}]"
ENSG00000070882,OSBPL3,0.11575214881148237,"[{""id"": ""europepmc"", ""score"": 0.9128952442266294}, {""id"": ""expression_atlas"", ""score"": 0.1564889305973645}]"
ENSG00000143167,GPA33,0.11572030113225816,"[{""id"": ""europepmc"", ""score"": 0.7336084647873411}, {""id"": ""clinical_precedence"", ""score"": 0.12866179852785947}, {""id"": ""impc"", ""score"": 0.45997563974289285}, {""id"": ""expression_atlas"", ""score"": 0.0993827910843926}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000184557,SOCS3,0.11570909199311792,"[{""id"": ""europepmc"", ""score"": 0.9149497486876935}, {""id"": ""expression_atlas"", ""score"": 0.14685440881767345}]"
ENSG00000275395,FCGBP,0.1156957448654811,"[{""id"": ""europepmc"", ""score"": 0.8718075583722766}, {""id"": ""expression_atlas"", ""score"": 0.31898406984986516}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000091542,ALKBH5,0.11567621930882933,"[{""id"": ""europepmc"", ""score"": 0.9513929855444625}]"
ENSG00000115415,STAT1,0.11561864563723309,"[{""id"": ""europepmc"", ""score"": 0.9476459830571442}, {""id"": ""expression_atlas"", ""score"": 0.013093923588706107}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000138798,EGF,0.1155879824344235,"[{""id"": ""europepmc"", ""score"": 0.9506672707529725}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000176170,SPHK1,0.11558407055228472,"[{""id"": ""europepmc"", ""score"": 0.9472322949565658}, {""id"": ""expression_atlas"", ""score"": 0.013611208204087432}]"
ENSG00000078900,TP73,0.11557273210675754,"[{""id"": ""europepmc"", ""score"": 0.8412548830247992}, {""id"": ""impc"", ""score"": 0.4371478382925764}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000088325,TPX2,0.11551746172197508,"[{""id"": ""europepmc"", ""score"": 0.8457161079563131}, {""id"": ""impc"", ""score"": 0.3527214487742626}, {""id"": ""expression_atlas"", ""score"": 0.14571715065738886}]"
ENSG00000163993,S100P,0.1154963261614406,"[{""id"": ""europepmc"", ""score"": 0.9203453653727744}, {""id"": ""expression_atlas"", ""score"": 0.11827226933455598}]"
ENSG00000254726,MEX3A,0.11541455448939651,"[{""id"": ""europepmc"", ""score"": 0.9229402568719626}, {""id"": ""expression_atlas"", ""score"": 0.10520253951108767}]"
ENSG00000089009,RPL6,0.11540180004467965,"[{""id"": ""gwas_credible_sets"", ""score"": 0.16625674554206613}, {""id"": ""clinical_precedence"", ""score"": 0.09118961964174316}, {""id"": ""europepmc"", ""score"": 0.034787151196664985}]"
ENSG00000143546,S100A8,0.11539122280178508,"[{""id"": ""europepmc"", ""score"": 0.9144328392170539}, {""id"": ""expression_atlas"", ""score"": 0.13846463304125484}]"
ENSG00000154188,ANGPT1,0.11530134268751897,"[{""id"": ""clinical_precedence"", ""score"": 0.16253705352810702}, {""id"": ""europepmc"", ""score"": 0.5424980000854925}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000126581,BECN1,0.1152964865093506,"[{""id"": ""europepmc"", ""score"": 0.9482698274401964}]"
ENSG00000136807,CDK9,0.11525785594252053,"[{""id"": ""europepmc"", ""score"": 0.8719607559932605}, {""id"": ""clinical_precedence"", ""score"": 0.06079307976116211}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000101076,HNF4A,0.11520393951809499,"[{""id"": ""europepmc"", ""score"": 0.9429482892596599}, {""id"": ""expression_atlas"", ""score"": 0.018241497257439156}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000149658,YTHDF1,0.11513443427440437,"[{""id"": ""europepmc"", ""score"": 0.946937009333408}]"
ENSG00000073849,ST6GAL1,0.11505416683024976,"[{""id"": ""europepmc"", ""score"": 0.9462768400800163}]"
ENSG00000159352,PSMD4,0.11505017202594145,"[{""id"": ""clinical_precedence"", ""score"": 0.17439118713357651}, {""id"": ""europepmc"", ""score"": 0.29715219465354964}]"
ENSG00000184489,PTP4A3,0.11504059580289577,"[{""id"": ""europepmc"", ""score"": 0.9333315138230793}, {""id"": ""expression_atlas"", ""score"": 0.051334838837606284}]"
ENSG00000134193,REG4,0.11499213094126447,"[{""id"": ""europepmc"", ""score"": 0.925969176829163}, {""id"": ""expression_atlas"", ""score"": 0.07918976646734671}]"
ENSG00000124422,USP22,0.11494351149896545,"[{""id"": ""europepmc"", ""score"": 0.9453667419922157}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000167815,PRDX2,0.11492891867769754,"[{""id"": ""europepmc"", ""score"": 0.9452467215776779}]"
ENSG00000281406,BLACAT1,0.11490478505769124,"[{""id"": ""europepmc"", ""score"": 0.8749197974998465}, {""id"": ""expression_atlas"", ""score"": 0.2805137368639309}]"
ENSG00000090339,ICAM1,0.11487607480008985,"[{""id"": ""europepmc"", ""score"": 0.9448121007473523}]"
ENSG00000059804,SLC2A3,0.11483456273663586,"[{""id"": ""europepmc"", ""score"": 0.9444706797861421}]"
ENSG00000071539,TRIP13,0.1148319590824162,"[{""id"": ""europepmc"", ""score"": 0.9025638645206967}, {""id"": ""expression_atlas"", ""score"": 0.16754160479202487}]"
ENSG00000167468,GPX4,0.11482483565469648,"[{""id"": ""europepmc"", ""score"": 0.944390678230228}]"
ENSG00000114315,HES1,0.11480925916391654,"[{""id"": ""europepmc"", ""score"": 0.9442625675074194}]"
ENSG00000078237,TIGAR,0.11478799713253575,"[{""id"": ""europepmc"", ""score"": 0.8746268200814015}, {""id"": ""gwas_credible_sets"", ""score"": 0.055568700232296604}]"
ENSG00000177000,MTHFR,0.11477125456179234,"[{""id"": ""europepmc"", ""score"": 0.9439499940839845}]"
ENSG00000151617,EDNRA,0.1147703414125997,"[{""id"": ""europepmc"", ""score"": 0.7793153018448262}, {""id"": ""clinical_precedence"", ""score"": 0.12158615952232422}, {""id"": ""expression_atlas"", ""score"": 0.11380034277751343}]"
ENSG00000125347,IRF1,0.11473943076734058,"[{""id"": ""europepmc"", ""score"": 0.933229527851634}, {""id"": ""expression_atlas"", ""score"": 0.04183491042152698}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000076984,MAP2K7,0.1147220160184855,"[{""id"": ""europepmc"", ""score"": 0.9435450257594624}]"
ENSG00000167772,ANGPTL4,0.11470063597458464,"[{""id"": ""europepmc"", ""score"": 0.943369183015643}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000133110,POSTN,0.11468910791675477,"[{""id"": ""europepmc"", ""score"": 0.9432743691167982}]"
ENSG00000023041,ZDHHC6,0.1146111784364025,"[{""id"": ""europepmc"", ""score"": 0.792273991110725}, {""id"": ""gwas_credible_sets"", ""score"": 0.12028755009384938}]"
ENSG00000108691,CCL2,0.11460968381829985,"[{""id"": ""europepmc"", ""score"": 0.9400078286543738}, {""id"": ""expression_atlas"", ""score"": 0.01045322962889346}]"
ENSG00000092621,PHGDH,0.11456231399906387,"[{""id"": ""europepmc"", ""score"": 0.942231537283068}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000253729,PRKDC,0.11453171142650304,"[{""id"": ""europepmc"", ""score"": 0.8575686514941226}, {""id"": ""impc"", ""score"": 0.33764476499349433}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000214548,MEG3,0.1145172922571763,"[{""id"": ""europepmc"", ""score"": 0.9418612505492451}]"
ENSG00000233532,LINC00460,0.1145084053309752,"[{""id"": ""europepmc"", ""score"": 0.916687475815503}, {""id"": ""expression_atlas"", ""score"": 0.10040273255918936}]"
ENSG00000044574,HSPA5,0.11447296232885779,"[{""id"": ""europepmc"", ""score"": 0.9414966537193701}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000171867,PRNP,0.114455569161011,"[{""id"": ""europepmc"", ""score"": 0.9413536015174163}]"
ENSG00000112984,KIF20A,0.11444454568236812,"[{""id"": ""europepmc"", ""score"": 0.9023448592294402}, {""id"": ""expression_atlas"", ""score"": 0.1556723134454925}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000074800,ENO1,0.11434873996054075,"[{""id"": ""europepmc"", ""score"": 0.9404749719029112}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000095752,IL11,0.11434708299539546,"[{""id"": ""europepmc"", ""score"": 0.8954893876687962}, {""id"": ""expression_atlas"", ""score"": 0.17988782529954994}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000118257,NRP2,0.11434084318001969,"[{""id"": ""europepmc"", ""score"": 0.9149806028727596}, {""id"": ""expression_atlas"", ""score"": 0.1017176840340043}]"
ENSG00000146833,TRIM4,0.11432567272212393,"[{""id"": ""gwas_credible_sets"", ""score"": 0.17804409254895814}, {""id"": ""europepmc"", ""score"": 0.20025915951990814}]"
ENSG00000240065,PSMB9,0.11426866785265964,"[{""id"": ""clinical_precedence"", ""score"": 0.17439118713357651}, {""id"": ""europepmc"", ""score"": 0.27144189419329673}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000105989,WNT2,0.11423898509653904,"[{""id"": ""europepmc"", ""score"": 0.8820213672815442}, {""id"": ""expression_atlas"", ""score"": 0.23020365014035682}]"
ENSG00000065320,NTN1,0.11422583940578057,"[{""id"": ""europepmc"", ""score"": 0.8751450831138009}, {""id"": ""impc"", ""score"": 0.257276313549238}]"
ENSG00000144381,HSPD1,0.11419493064502236,"[{""id"": ""europepmc"", ""score"": 0.8733102502177649}, {""id"": ""impc"", ""score"": 0.2635987938443989}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000162711,NLRP3,0.11419023061187146,"[{""id"": ""europepmc"", ""score"": 0.9391712926906389}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000155011,DKK2,0.1141749866181111,"[{""id"": ""europepmc"", ""score"": 0.9048623954462418}, {""id"": ""expression_atlas"", ""score"": 0.136734084733347}]"
ENSG00000168078,PBK,0.1141558104379217,"[{""id"": ""europepmc"", ""score"": 0.9108884067968951}, {""id"": ""expression_atlas"", ""score"": 0.11199917212463889}]"
ENSG00000101412,E2F1,0.11415485898905091,"[{""id"": ""europepmc"", ""score"": 0.938880374522325}]"
ENSG00000272398,CD24,0.11406258409319324,"[{""id"": ""europepmc"", ""score"": 0.9335415421282283}, {""id"": ""expression_atlas"", ""score"": 0.018319625637050543}]"
ENSG00000182568,SATB1,0.11403845407209764,"[{""id"": ""europepmc"", ""score"": 0.9379229882753163}]"
ENSG00000118263,KLF7,0.11400332822116034,"[{""id"": ""europepmc"", ""score"": 0.8547731237729672}, {""id"": ""impc"", ""score"": 0.3314438708578558}]"
ENSG00000066044,ELAVL1,0.11398099896280017,"[{""id"": ""europepmc"", ""score"": 0.9374504418150679}]"
ENSG00000198959,TGM2,0.11397066818756135,"[{""id"": ""europepmc"", ""score"": 0.918910611916853}, {""id"": ""expression_atlas"", ""score"": 0.0738194527764596}]"
ENSG00000165795,NDRG2,0.11397003652796713,"[{""id"": ""europepmc"", ""score"": 0.9373602799506247}]"
ENSG00000102854,MSLN,0.11393668689072034,"[{""id"": ""europepmc"", ""score"": 0.9370859918459767}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000100292,HMOX1,0.11392212300562121,"[{""id"": ""europepmc"", ""score"": 0.9244233378043627}, {""id"": ""expression_atlas"", ""score"": 0.05017148646431393}]"
ENSG00000169439,SDC2,0.11388304503274944,"[{""id"": ""europepmc"", ""score"": 0.9366448079301294}]"
ENSG00000163734,CXCL3,0.11387050696639921,"[{""id"": ""europepmc"", ""score"": 0.8754886019348977}, {""id"": ""expression_atlas"", ""score"": 0.24421234063908961}]"
ENSG00000112164,GLP1R,0.11383311075839889,"[{""id"": ""clinical_precedence"", ""score"": 0.15198269940290526}, {""id"": ""europepmc"", ""score"": 0.705282481869566}]"
ENSG00000165732,DDX21,0.11383130439925668,"[{""id"": ""europepmc"", ""score"": 0.9362192608637853}]"
ENSG00000115263,GCG,0.11383011305526024,"[{""id"": ""europepmc"", ""score"": 0.8609006426855401}, {""id"": ""expression_atlas"", ""score"": 0.3012352793047467}]"
ENSG00000164944,VIRMA,0.11380741526135862,"[{""id"": ""europepmc"", ""score"": 0.9360227817744555}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000116288,PARK7,0.11378322418425019,"[{""id"": ""europepmc"", ""score"": 0.9358238193497563}]"
ENSG00000117650,NEK2,0.11377983776411535,"[{""id"": ""europepmc"", ""score"": 0.8982727134512505}, {""id"": ""expression_atlas"", ""score"": 0.1500930155144155}]"
ENSG00000134258,VTCN1,0.11375872191782899,"[{""id"": ""europepmc"", ""score"": 0.9356222975111074}]"
ENSG00000164430,CGAS,0.11373892837788188,"[{""id"": ""europepmc"", ""score"": 0.9354595031599668}]"
ENSG00000126602,TRAP1,0.11373828543189886,"[{""id"": ""europepmc"", ""score"": 0.9354542151733609}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000163568,AIM2,0.11370701887734126,"[{""id"": ""europepmc"", ""score"": 0.935197059632957}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000115221,ITGB6,0.11370151663548671,"[{""id"": ""clinical_precedence"", ""score"": 0.16591444684817158}, {""id"": ""europepmc"", ""score"": 0.42231828616742717}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000151694,ADAM17,0.11361742476819459,"[{""id"": ""europepmc"", ""score"": 0.9344601821010184}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000164850,GPER1,0.11356261201538179,"[{""id"": ""europepmc"", ""score"": 0.9340093680196448}]"
ENSG00000187678,SPRY4,0.1135214275240131,"[{""id"": ""europepmc"", ""score"": 0.9241117843410682}, {""id"": ""expression_atlas"", ""score"": 0.03823542749360134}]"
ENSG00000176692,FOXC2,0.11347506132528934,"[{""id"": ""europepmc"", ""score"": 0.7885039789228669}, {""id"": ""gwas_credible_sets"", ""score"": 0.11582825432859596}]"
ENSG00000126457,PRMT1,0.1134580810812979,"[{""id"": ""europepmc"", ""score"": 0.9331496407735954}]"
ENSG00000178773,CPNE7,0.11344017515675667,"[{""id"": ""europepmc"", ""score"": 0.8827746042113356}, {""id"": ""expression_atlas"", ""score"": 0.20091106852467983}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000108064,TFAM,0.11342878355585706,"[{""id"": ""europepmc"", ""score"": 0.9027025796781748}, {""id"": ""expression_atlas"", ""score"": 0.1208244002877179}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000243509,TNFRSF6B,0.11339472321818177,"[{""id"": ""europepmc"", ""score"": 0.8431485083312977}, {""id"": ""gwas_credible_sets"", ""score"": 0.07158403045837013}]"
ENSG00000163507,CIP2A,0.1133882648817238,"[{""id"": ""europepmc"", ""score"": 0.9076413175628396}, {""id"": ""expression_atlas"", ""score"": 0.09973644590424677}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000248323,LUCAT1,0.11335547803950308,"[{""id"": ""europepmc"", ""score"": 0.8869320872494503}, {""id"": ""expression_atlas"", ""score"": 0.18149472984087503}]"
ENSG00000160712,IL6R,0.11335546041163576,"[{""id"": ""europepmc"", ""score"": 0.877581131295945}, {""id"": ""expression_atlas"", ""score"": 0.20538840044457443}, {""id"": ""clinical_precedence"", ""score"": 0.006079307976116211}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000129084,PSMA1,0.11330959894370973,"[{""id"": ""clinical_precedence"", ""score"": 0.17439118713357651}, {""id"": ""europepmc"", ""score"": 0.23988998359038577}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000072310,SREBF1,0.11329704656809693,"[{""id"": ""europepmc"", ""score"": 0.9318251930417677}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000177575,CD163,0.11328139837618124,"[{""id"": ""europepmc"", ""score"": 0.93169649260434}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000110944,IL23A,0.11326478296695543,"[{""id"": ""europepmc"", ""score"": 0.848986671150541}, {""id"": ""clinical_precedence"", ""score"": 0.06079307976116211}, {""id"": ""expression_atlas"", ""score"": 0.059236346877854}]"
ENSG00000012061,ERCC1,0.11324847001689503,"[{""id"": ""europepmc"", ""score"": 0.9314256693509732}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000099953,MMP11,0.11324521099811767,"[{""id"": ""europepmc"", ""score"": 0.8880270602607231}, {""id"": ""expression_atlas"", ""score"": 0.1734872195925732}]"
ENSG00000187772,LIN28B,0.11323769083077075,"[{""id"": ""europepmc"", ""score"": 0.931337014637586}]"
ENSG00000186007,LEMD1,0.11314696178553801,"[{""id"": ""europepmc"", ""score"": 0.851830505324692}, {""id"": ""expression_atlas"", ""score"": 0.31504118945017606}]"
ENSG00000255717,SNHG1,0.11312320140326267,"[{""id"": ""europepmc"", ""score"": 0.9303953825640189}]"
ENSG00000135218,CD36,0.11311895643091559,"[{""id"": ""europepmc"", ""score"": 0.92805755928188}, {""id"": ""expression_atlas"", ""score"": 0.009211639985014737}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000007952,NOX1,0.11308480013688246,"[{""id"": ""europepmc"", ""score"": 0.930079546727678}, {""id"": ""eva"", ""score"": 0}]"
ENSG00000170345,FOS,0.11307944447395456,"[{""id"": ""europepmc"", ""score"": 0.9095993695872355}, {""id"": ""expression_atlas"", ""score"": 0.08174451538488363}]"
ENSG00000196371,FUT4,0.11306902547258764,"[{""id"": ""europepmc"", ""score"": 0.929949806102949}]"
ENSG00000165092,ALDH1A1,0.11302815124557537,"[{""id"": ""europepmc"", ""score"": 0.9235469571623013}, {""id"": ""expression_atlas"", ""score"": 0.024266695768023986}]"
ENSG00000140807,NKD1,0.11302699520026595,"[{""id"": ""europepmc"", ""score"": 0.8907143424558237}, {""id"": ""expression_atlas"", ""score"": 0.15555912245889722}]"
ENSG00000253438,PCAT1,0.11297190435417542,"[{""id"": ""europepmc"", ""score"": 0.9193939140254505}, {""id"": ""expression_atlas"", ""score"": 0.03902843100838786}]"
ENSG00000178999,AURKB,0.11296492522168919,"[{""id"": ""europepmc"", ""score"": 0.8256609506356067}, {""id"": ""clinical_precedence"", ""score"": 0.08274613634158175}]"
