analysis_category,category,term,description,reduced_rank,fdr,fdr_numeric,p_value,gene_symbol,string_id,hub_rank,degree,membership_basis
GO_BP,Process,GO:0032733,Positive regulation of interleukin-10 production,28.0,0.0011,0.0011,6.08e-05,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0032733,Positive regulation of interleukin-10 production,28.0,0.0011,0.0011,6.08e-05,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0032733,Positive regulation of interleukin-10 production,28.0,0.0011,0.0011,6.08e-05,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0019915,Lipid storage,29.0,0.0012,0.0012,6.65e-05,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0019915,Lipid storage,29.0,0.0012,0.0012,6.65e-05,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045646,Regulation of erythrocyte differentiation,32.0,0.0016,0.0016,9.31e-05,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0033003,Regulation of mast cell activation,31.0,0.0016,0.0016,9.31e-05,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0033003,Regulation of mast cell activation,31.0,0.0016,0.0016,9.31e-05,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:1900544,Positive regulation of purine nucleotide metabolic process,33.0,0.002,0.002,0.00012,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_BP,Process,GO:1900544,Positive regulation of purine nucleotide metabolic process,33.0,0.002,0.002,0.00012,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:1900544,Positive regulation of purine nucleotide metabolic process,33.0,0.002,0.002,0.00012,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:1903320,Regulation of protein modification by small protein conjugation or removal,35.0,0.0042,0.0042,0.00028,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:1903320,Regulation of protein modification by small protein conjugation or removal,35.0,0.0042,0.0042,0.00028,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0010633,Negative regulation of epithelial cell migration,37.0,0.0059,0.0059,0.00042,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0010633,Negative regulation of epithelial cell migration,37.0,0.0059,0.0059,0.00042,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_BP,Process,GO:0010633,Negative regulation of epithelial cell migration,37.0,0.0059,0.0059,0.00042,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045670,Regulation of osteoclast differentiation,38.0,0.0065,0.0065,0.00046,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045670,Regulation of osteoclast differentiation,38.0,0.0065,0.0065,0.00046,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045670,Regulation of osteoclast differentiation,38.0,0.0065,0.0065,0.00046,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0045670,Regulation of osteoclast differentiation,38.0,0.0065,0.0065,0.00046,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_BP,Process,GO:0051930,Regulation of sensory perception of pain,41.0,0.0112,0.0112,0.00089,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_BP,Process,GO:1905897,Regulation of response to endoplasmic reticulum stress,42.0,0.0115,0.0115,0.00093,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_BP,Process,GO:0008593,Regulation of Notch signaling pathway,44.0,0.0162,0.0162,0.0014,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0008593,Regulation of Notch signaling pathway,44.0,0.0162,0.0162,0.0014,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0043279,Response to alkaloid,46.0,0.0183,0.0183,0.0016,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_BP,Process,GO:0030890,Positive regulation of B cell proliferation,47.0,0.0187,0.0187,0.0016,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_BP,Process,GO:0030890,Positive regulation of B cell proliferation,47.0,0.0187,0.0187,0.0016,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_BP,Process,GO:0006606,Protein import into nucleus,48.0,0.0286,0.0286,0.0027,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0006606,Protein import into nucleus,48.0,0.0286,0.0286,0.0027,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_BP,Process,GO:0006606,Protein import into nucleus,48.0,0.0286,0.0286,0.0027,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_BP,Process,GO:0002931,Response to ischemia,49.0,0.0297,0.0297,0.0028,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005615,Extracellular space,1.0,2.15e-09,2.15e-09,1.05e-12,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005667,Transcription regulator complex,2.0,2.73e-05,2.73e-05,4e-08,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005667,Transcription regulator complex,2.0,2.73e-05,2.73e-05,4e-08,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005667,Transcription regulator complex,2.0,2.73e-05,2.73e-05,4e-08,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005667,Transcription regulator complex,2.0,2.73e-05,2.73e-05,4e-08,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005667,Transcription regulator complex,2.0,2.73e-05,2.73e-05,4e-08,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005667,Transcription regulator complex,2.0,2.73e-05,2.73e-05,4e-08,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_CC,Component,GO:0009897,External side of plasma membrane,4.0,0.0002,0.0002,5.32e-07,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
GO_CC,Component,GO:0012505,Endomembrane system,3.0,0.0002,0.0002,8.99e-07,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_CC,Component,GO:0045121,Membrane raft,5.0,0.0119,0.0119,0.0002,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005829,Cytosol,6.0,0.0127,0.0127,0.00024,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0005739,Mitochondrion,7.0,0.0219,0.0219,0.00046,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_CC,Component,GO:0034399,Nuclear periphery,9.0,0.0389,0.0389,0.00095,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_CC,Component,GO:0034399,Nuclear periphery,9.0,0.0389,0.0389,0.00095,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
GO_MF,Function,GO:0005515,Protein binding,1.0,3.14e-15,3.14e-15,6.37e-19,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,SIRT1,9606.ENSP00000212015,10,19,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,CEBPB,9606.ENSP00000305422,17,15,significant nonredundant STRING representative terms
GO_MF,Function,GO:1901363,Heterocyclic compound binding,2.0,0.00042,0.00042,2.96e-06,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05200,Pathways in cancer,1.0,1.45e-16,1.45e-16,4.31e-19,ESR1,9606.ENSP00000405330,14,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05321,Inflammatory bowel disease,2.0,1.41e-13,1.41e-13,8.42e-16,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,TP53,9606.ENSP00000269305,3,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,MMP9,9606.ENSP00000361405,8,21,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05418,Fluid shear stress and atherosclerosis,3.0,8.91e-13,8.91e-13,7.96e-15,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04932,Non-alcoholic fatty liver disease,4.0,3.24e-12,3.24e-12,3.86e-14,SREBF1,9606.ENSP00000348069,19,14,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04920,Adipocytokine signaling pathway,5.0,8.96e-12,8.96e-12,1.33e-13,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04920,Adipocytokine signaling pathway,5.0,8.96e-12,8.96e-12,1.33e-13,AKT1,9606.ENSP00000451828,4,32,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04920,Adipocytokine signaling pathway,5.0,8.96e-12,8.96e-12,1.33e-13,STAT3,9606.ENSP00000264657,5,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04920,Adipocytokine signaling pathway,5.0,8.96e-12,8.96e-12,1.33e-13,RELA,9606.ENSP00000384273,12,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04920,Adipocytokine signaling pathway,5.0,8.96e-12,8.96e-12,1.33e-13,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04920,Adipocytokine signaling pathway,5.0,8.96e-12,8.96e-12,1.33e-13,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,TNF,9606.ENSP00000398698,2,36,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,IL1B,9606.ENSP00000263341,6,29,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,IFNG,9606.ENSP00000229135,9,20,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,IL4,9606.ENSP00000231449,11,18,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,IL13,9606.ENSP00000304915,13,17,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,IL1A,9606.ENSP00000263339,15,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa04060,Cytokine-cytokine receptor interaction,6.0,5.85e-11,5.85e-11,1.04e-12,IL18,9606.ENSP00000280357,20,13,significant nonredundant STRING representative terms
KEGG,KEGG,hsa03320,PPAR signaling pathway,7.0,4.96e-10,4.96e-10,1.03e-11,PPARG,9606.ENSP00000287820,7,23,significant nonredundant STRING representative terms
KEGG,KEGG,hsa03320,PPAR signaling pathway,7.0,4.96e-10,4.96e-10,1.03e-11,PPARA,9606.ENSP00000385523,16,16,significant nonredundant STRING representative terms
KEGG,KEGG,hsa03320,PPAR signaling pathway,7.0,4.96e-10,4.96e-10,1.03e-11,ADIPOQ,9606.ENSP00000389814,18,15,significant nonredundant STRING representative terms
KEGG,KEGG,hsa05332,Graft-versus-host disease,8.0,1.47e-09,1.47e-09,3.49e-11,IL6,9606.ENSP00000385675,1,38,significant nonredundant STRING representative terms
