gene_symbol,gene_id,chemical,chemical_identity,exact_evidence_rows,exact_human_supported,exact_experimental_supported,CTD_support,PubChem_support,ChEMBL_support,number_independent_sources,number_independent_references,number_species,evidence_species,evidence_tiers,evidence_types,evidence_directions,evidence_role,direct_target_binding_flag,metabolism_related_flag,ambiguous_direction_flag,evidence_source_databases,evidence_provenance,parent_naphthalene_rows_in_primary,primary_universe_rule,in_thyroid_disease_set,in_hypertension_disease_set,branch_class,thyroid_disease_id,thyroid_disease_name,thyroid_disease_relevance_score,thyroid_disease_rank,thyroid_source,thyroid_association_scope,hypertension_disease_id,hypertension_disease_name,hypertension_disease_relevance_score,hypertension_disease_rank,hypertension_source,hypertension_association_scope,branch_evidence_note
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,10,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Active;Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743202|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:743202|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:743219|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:743219|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1919969|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1919969|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1919969|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1919969|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1919970|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1919970|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0103580788232198,806,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0305427940600772,622,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
NFKB1,4790,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,4,True,False,False,True,False,1,2,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1159509|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159509|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159518|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1159518|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.2991520579797809,112,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0730326668425337,216,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743217|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743217|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743220|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743220|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743239|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743239|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743240|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743240|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0088699165124328,883,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0287625955013085,667,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
NR3C1,2908,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:720691|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720691|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720692|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720692|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:720719|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720719|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720725|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720725|Homo sapiens|Inconclusive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.3208595501903224,88,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.3761461599214754,43,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
PGR,5241,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Active;Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346784|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346784|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346795|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1346795|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1347031|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1347031|Homo sapiens|Active|bioassay activity;PubChem BioAssay|PubChem-AID:1347036|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347036|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0109577262639061,787,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.2630055623318189,87,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743094|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743094|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743140|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743140|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743191|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743191|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743199|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743199|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0364579491195537,444,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.3374429978611282,74,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
SMAD2,4087,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346859|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346859|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346924|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346924|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347032|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347032|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347035|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347035|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.007391597093694,1016,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0133460864670229,1428,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
THRB,7068,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,1,True,False,True,False,False,1,1,1,Homo sapiens,Tier A,curated chemical-gene interaction,affects;decreases,direct_binding,True,False,False,CTD,CTD|CTD-PMID:18584933|Homo sapiens|affects;decreases|curated chemical-gene interaction,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.011997595746015,746,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.003695798546847,3372,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,24,True,False,False,True,False,1,8,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:651631|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:651631|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720552|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:720552|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963577|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963577|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963578|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963578|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963582|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963583|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963584|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1963585|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0180805057492221,650,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0396533267184362,451,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
TRHR,7201,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1346877|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346877|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346891|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1346891|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347030|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347030|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347038|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1347038|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.003695798546847,1424,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0095012820975192,1895,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
TSHR,7253,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,10,True,False,False,True,False,1,5,1,Homo sapiens,Tier A,bioassay activity,Inactive;Inconclusive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:1224843|Homo sapiens|Inconclusive|bioassay activity;PubChem BioAssay|PubChem-AID:1224843|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1224895|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1224895|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259385|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259385|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259393|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259393|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259395|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:1259395|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.7055254222897115,1,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.0147846314423785,1313,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,8,True,False,False,True,False,1,4,1,Homo sapiens,Tier A,bioassay activity,Inactive,bioassay_target,False,False,False,PubChem BioAssay,PubChem BioAssay|PubChem-AID:743222|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743222|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743223|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743223|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743241|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743241|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743242|Homo sapiens|Inactive|bioassay activity;PubChem BioAssay|PubChem-AID:743242|Homo sapiens|Inactive|bioassay activity,0,exact 2-NAP evidence required; parent-only evidence excluded,True,True,shared,MONDO_0003240,thyroid gland disorder,0.0140796683788551,693,Open Targets Platform GraphQL,direct (enableIndirect=false),HP_0000822,Hypertension,0.358345627495405,72,Open Targets Platform GraphQL,direct (enableIndirect=false),"Disease membership is direct Open Targets symbol membership; it does not imply causality, target status, or sex specificity. Parent naphthalene-only evidence is excluded from the primary universe."
