chemical_id,chemical_name,chemical_class,positive_biomarkers,exposure_axes,mapping_types,mapping_grades,mapping_gate_statuses,mapping_gate_disposition,mapping_gate_reasons,manual_review_required,NHANES_variables,matrices,cycle_lists,weight_variables,mapping_row_count,primary_mapping_row_count,direct_mapping_row_count,specific_mapping_row_count,proxy_mapping_row_count,T2D_ORs,T2D_P_values,T2D_FDR_values,T2D_analytic_Ns,T2D_case_Ns,T2D_robustness_statuses,T2D_robustness_tiers
C031330,diethyllead,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (lead); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C031895,lead chromate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C032721,lead bromide,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C032722,lead sulfate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C036682,lead phosphate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C037372,lead azide,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C043262,lead carbonate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C044795,lead silicate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C045846,lead arsenate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C047365,lead oxide,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C060248,bismuth lead,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C065267,tricatechol hexalactam-lead(II) complex,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C065321,vinyl lead,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C065536,lead titanate zirconate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C077765,lead fluoride,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C088065,lead selenide,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C404734,lead magnesium niobate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C432863,lead hydroxide,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C474493,lead zinc niobate titanate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C481719,lead titanate,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (lead) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
D007854,Lead,heavy_metals,URXUPB,metal exposure axis,elemental urinary biomarker for parent metal/species,A,pass,advance_to_literature_audit,Chemical name is the measured parent element (lead) for the elemental urinary analyte.,False,URXUPB,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,1,0,0,0.8496450662242913,0.0004238147699398052,0.003072657082063588,14343,2120,ok,robust_fdr_candidate
C575690,mono-isobutyl phthalate,phthalates,URXMIB,phthalate exposure axis,direct urinary metabolite,B,pass_conditional,advance_with_parent_specificity_review,Specific urinary metabolite is directly measured; parent-compound inference is not assumed.,True,URXMIB,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,1,0,1.0956855451169083,0.0016015375381353053,0.00928891772118477,12994,1940,ok,robust_fdr_candidate
C000614996,Barium-135,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the barium elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
C000614997,Barium-136,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the barium elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
C000614998,Barium-137,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the barium elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
C006685,barium carbonate,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (barium) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
C070629,barium copper yttrium oxide,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (barium) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
C516499,barium metagermanate,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (barium) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
C520730,barium gallogermanate glass,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,"Chemical name contains the measured element (barium) but identifies a salt, formulation, complex, or other species not resolved by the elemental assay.",True,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,0,0,1,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
D001464,Barium,heavy_metals,URXUBA,metal exposure axis,elemental urinary biomarker for parent metal/species,A,pass,advance_to_literature_audit,Chemical name is the measured parent element (barium) for the elemental urinary analyte.,False,URXUBA,urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSHM2YR,1,1,1,0,0,0.9228716260773353,0.00301592299278927,0.014576961131814803,14225,2095,ok,robust_fdr_candidate
C018520,"2,6-diisopropylnaphthalene",pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C025968,1-methylnaphthalene,pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C027384,2-methylnaphthalene,pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C028519,"2,6-dimethylnaphthalene",pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C031721,naphthalene,pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C031969,"1,4-dimethylnaphthalene",pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C042552,acenaphthene,pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C042553,acenaphthylene,pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C065012,2-ethynylnaphthalene,pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C117619,"1,2-dimethylnaphthalene",pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C466921,"1,6-dimethylnaphthalene",pahs,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C523241,octafluoronaphthalene,pfas_perfluoro,URXP02,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,C,conditional,proxy_only_not_primary,Validated urinary OH-PAH proxy with limited parent specificity; not eligible as a compound-specific primary exposure without further evidence.,True,URXP02,urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,WTSA2YR;WTSB2YR;WTSPH2YR,1,1,0,0,1,1.08497080714687,0.005067479378438182,0.020993843139243896,11519,1618,ok,robust_fdr_candidate
C000615155,Actinium-225,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615156,Actinium-228,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615167,Protactinium-230,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615168,Protactinium-231,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615169,Protactinium-233,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615561,Tin-112,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the tin elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615562,Tin-116,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the tin elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615563,Tin-117,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the tin elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615564,Tin-118,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the tin elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000615565,Tin-119,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,conditional,proxy_only_not_primary,Isotopic/species-specific name under the tin elemental assay; urinary assay cannot establish isotope/species specificity.,True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C000617035,Actinium-227,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C050718,dentinol,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
C088922,magnetoferritin,heavy_metals,URXUSN,metal exposure axis,elemental urinary biomarker for parent metal/species,C,exclude,exclude_pending_mapping_review,"Source mapping type is elemental, but chemical name does not identify the measured element (tin); retain for audit and exclude from specific-exposure shortlist pending mapping review.",True,URXUSN,urine,2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR,1,1,0,0,1,1.1249142040252098,0.006556503948043265,0.023767326811656837,5842,977,ok,robust_fdr_candidate
