gene_symbol,gene_id,chemical,chemical_identity,evidence_tier,evidence_type,species,tissue_or_cell,direction,effect_size,p_value,fdr,dose,duration,dataset_or_reference,source_database,notes
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743080,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line; assay_type=Confirmatory; activity_name=Potency; target_accession=AEP43755
CYP19A1,1588,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,70.2671,,,,,PubChem-AID:743083,PubChem BioAssay,assay_name=qHTS assay to identify aromatase inhibitors; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW77416
CYP19A1,1588,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743083,PubChem BioAssay,assay_name=qHTS assay to identify aromatase inhibitors; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW77416
AHR,196,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,49.7453,,,,,PubChem-AID:743085,PubChem BioAssay,assay_name=qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAL24281
AHR,196,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,27.306,,,,,PubChem-AID:743085,PubChem BioAssay,assay_name=qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAL24281
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743091,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line: Summary; assay_type=Summary; activity_name=Potency; target_accession=AEP43755
ESR1,2099,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743091,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line: Summary; assay_type=Summary; activity_name=Potency; target_accession=AEP43755
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743094,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743094,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
AHR,196,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,53.7137,,,,,PubChem-AID:743122,PubChem BioAssay,assay_name=qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAL24281
AHR,196,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,20.0875,,,,,PubChem-AID:743122,PubChem BioAssay,assay_name=qHTS assay to identify small molecule that activate the aryl hydrocarbon receptor (AhR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=EAL24281
CYP19A1,1588,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,,,,,,PubChem-AID:743139,PubChem BioAssay,assay_name=qHTS assay to identify aromatase inhibitors: Summary; assay_type=Summary; activity_name=; target_accession=EAW77416
CYP19A1,1588,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743139,PubChem BioAssay,assay_name=qHTS assay to identify aromatase inhibitors: Summary; assay_type=Summary; activity_name=; target_accession=EAW77416
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743140,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=BAH02283
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743140,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=BAH02283
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743191,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743191,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02283
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743199,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=BAH02283
PPARG,5468,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743199,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=BAH02283
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,35.217,,,,,PubChem-AID:743202,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_006155
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,21.6899,,,,,PubChem-AID:743202,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_006155
HSPB1,3315,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743210,PubChem BioAssay,assay_name=qHTS assay for small molecule activators of the heat shock response signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001531
HSPB1,3315,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743210,PubChem BioAssay,assay_name=qHTS assay for small molecule activators of the heat shock response signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=NP_001531
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743212,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743212,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743215,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,5.4948,,,,,PubChem-AID:743215,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02282
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743217,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743217,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,27.9738,,,,,PubChem-AID:743219,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_006155
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,25.2886,,,,,PubChem-AID:743219,PubChem BioAssay,assay_name=qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_006155
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743220,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743220,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=ADZ17382
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743222,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the vitamin D receptor (VDR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743222,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the vitamin D receptor (VDR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743223,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743223,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=BAH02291
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743226,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=BAH02282
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743226,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=BAH02282
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743227,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=BAH02282
PPARD,5467,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743227,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=BAH02282
HSPB1,3315,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743228,PubChem BioAssay,assay_name=qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_001531
HSPB1,3315,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743228,PubChem BioAssay,assay_name=qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=NP_001531
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743239,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17382
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743239,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=ADZ17382
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743240,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=ADZ17382
NR1H4,9971,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743240,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=ADZ17382
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743241,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the vitamin D receptor (VDR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=BAH02291
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743241,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the vitamin D receptor (VDR) signaling pathway: Summary; assay_type=Summary; activity_name=Potency; target_accession=BAH02291
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743242,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=BAH02291
VDR,7421,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:743242,PubChem BioAssay,assay_name=qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway: Summary; assay_type=Summary; activity_name=; target_accession=BAH02291
NFKB1,4790,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1159509,PubChem BioAssay,assay_name=qHTS assay to identify small molecule agonists of the NFkB signaling pathway; assay_type=Confirmatory; activity_name=Potency; target_accession=EAX06134
