chemical_id,ChemicalName,gene_id,gene_symbol,cluster_id
D004051,Diethylhexyl Phthalate,2312,FLG,cluster_3
D004051,Diethylhexyl Phthalate,2313,FLI1,cluster_3
D004051,Diethylhexyl Phthalate,2317,FLNB,cluster_3
D004051,Diethylhexyl Phthalate,2318,FLNC,cluster_3
D004051,Diethylhexyl Phthalate,2324,FLT4,cluster_3
D004051,Diethylhexyl Phthalate,56776,FMN2,cluster_3
D004051,Diethylhexyl Phthalate,84624,FNDC1,cluster_3
D004051,Diethylhexyl Phthalate,252995,FNDC5,cluster_3
D004051,Diethylhexyl Phthalate,2353,FOS,cluster_3
D004051,Diethylhexyl Phthalate,8061,FOSL1,cluster_3
D004051,Diethylhexyl Phthalate,2355,FOSL2,cluster_3
D004051,Diethylhexyl Phthalate,3169,FOXA1,cluster_3
D004051,Diethylhexyl Phthalate,2297,FOXD1,cluster_3
D004051,Diethylhexyl Phthalate,2301,FOXE3,cluster_3
D004051,Diethylhexyl Phthalate,2290,FOXG1,cluster_3
D004051,Diethylhexyl Phthalate,8928,FOXH1,cluster_3
D004051,Diethylhexyl Phthalate,55810,FOXJ2,cluster_3
D004051,Diethylhexyl Phthalate,668,FOXL2,cluster_3
D004051,Diethylhexyl Phthalate,121643,FOXN4,cluster_3
D004051,Diethylhexyl Phthalate,93986,FOXP2,cluster_3
D004051,Diethylhexyl Phthalate,116113,FOXP4,cluster_3
D004051,Diethylhexyl Phthalate,94234,FOXQ1,cluster_3
D004051,Diethylhexyl Phthalate,122786,FRMD6,cluster_3
D004051,Diethylhexyl Phthalate,23732,FRRS1L,cluster_3
D004051,Diethylhexyl Phthalate,2487,FRZB,cluster_3
D004051,Diethylhexyl Phthalate,100861412,FSBP,cluster_3
D004051,Diethylhexyl Phthalate,84075,FSCB,cluster_3
D004051,Diethylhexyl Phthalate,2492,FSHR,cluster_3
D004051,Diethylhexyl Phthalate,23105,FSTL4,cluster_3
D004051,Diethylhexyl Phthalate,348751,FTCDNL1,cluster_3
D004051,Diethylhexyl Phthalate,53940,FTHL17,cluster_3
D004051,Diethylhexyl Phthalate,5045,FURIN,cluster_3
D004051,Diethylhexyl Phthalate,10690,FUT9,cluster_3
D004051,Diethylhexyl Phthalate,53827,FXYD5,cluster_3
D004051,Diethylhexyl Phthalate,199920,FYB2,cluster_3
D004051,Diethylhexyl Phthalate,50486,G0S2,cluster_3
D004051,Diethylhexyl Phthalate,2538,G6PC1,cluster_3
D004051,Diethylhexyl Phthalate,2560,GABRB1,cluster_3
D004051,Diethylhexyl Phthalate,2568,GABRP,cluster_3
D004051,Diethylhexyl Phthalate,2571,GAD1,cluster_3
D004051,Diethylhexyl Phthalate,10912,GADD45G,cluster_3
D004051,Diethylhexyl Phthalate,64090,GAL3ST2,cluster_3
D004051,Diethylhexyl Phthalate,57452,GALNT16,cluster_3
D004051,Diethylhexyl Phthalate,2591,GALNT3,cluster_3
D004051,Diethylhexyl Phthalate,26290,GALNT8,cluster_3
D004051,Diethylhexyl Phthalate,85569,GALP,cluster_3
D004051,Diethylhexyl Phthalate,84691,GARIN1B,cluster_3
D004051,Diethylhexyl Phthalate,8522,GAS7,cluster_3
D004051,Diethylhexyl Phthalate,2624,GATA2,cluster_3
D004051,Diethylhexyl Phthalate,2625,GATA3,cluster_3
D004051,Diethylhexyl Phthalate,140628,GATA5,cluster_3
D004051,Diethylhexyl Phthalate,2634,GBP2,cluster_3
D004051,Diethylhexyl Phthalate,51301,GCNT4,cluster_3
D004051,Diethylhexyl Phthalate,2662,GDF10,cluster_3
D004051,Diethylhexyl Phthalate,9518,GDF15,cluster_3
D004051,Diethylhexyl Phthalate,9573,GDF3,cluster_3
D004051,Diethylhexyl Phthalate,392255,GDF6,cluster_3
D004051,Diethylhexyl Phthalate,2668,GDNF,cluster_3
D004051,Diethylhexyl Phthalate,54857,GDPD2,cluster_3
D004051,Diethylhexyl Phthalate,106865373,GET1-SH3BGR,cluster_3
D004051,Diethylhexyl Phthalate,54438,GFOD1,cluster_3
D004051,Diethylhexyl Phthalate,23062,GGA2,cluster_3
D004051,Diethylhexyl Phthalate,92086,GGTLC1,cluster_3
D004051,Diethylhexyl Phthalate,91227,GGTLC2,cluster_3
D004051,Diethylhexyl Phthalate,2695,GIP,cluster_3
D004051,Diethylhexyl Phthalate,126326,GIPC3,cluster_3
D004051,Diethylhexyl Phthalate,2697,GJA1,cluster_3
D004051,Diethylhexyl Phthalate,2702,GJA5,cluster_3
D004051,Diethylhexyl Phthalate,112937,GLB1L3,cluster_3
D004051,Diethylhexyl Phthalate,152007,GLIPR2,cluster_3
D004051,Diethylhexyl Phthalate,2741,GLRA1,cluster_3
D004051,Diethylhexyl Phthalate,2743,GLRB,cluster_3
D004051,Diethylhexyl Phthalate,2745,GLRX,cluster_3
D004051,Diethylhexyl Phthalate,10539,GLRX3,cluster_3
D004051,Diethylhexyl Phthalate,219970,GLYATL2,cluster_3
D004051,Diethylhexyl Phthalate,9630,GNA14,cluster_3
D004051,Diethylhexyl Phthalate,2791,GNG11,cluster_3
D004051,Diethylhexyl Phthalate,342096,GOLGA6A,cluster_3
D004051,Diethylhexyl Phthalate,2719,GPC3,cluster_3
D004051,Diethylhexyl Phthalate,2852,GPER1,cluster_3
D004051,Diethylhexyl Phthalate,2823,GPM6A,cluster_3
D004051,Diethylhexyl Phthalate,2824,GPM6B,cluster_3
D004051,Diethylhexyl Phthalate,115330,GPR146,cluster_3
D004051,Diethylhexyl Phthalate,54328,GPR173,cluster_3
D004051,Diethylhexyl Phthalate,84636,GPR174,cluster_3
D004051,Diethylhexyl Phthalate,54329,GPR85,cluster_3
D004051,Diethylhexyl Phthalate,53836,GPR87,cluster_3
D004051,Diethylhexyl Phthalate,9052,GPRC5A,cluster_3
D004051,Diethylhexyl Phthalate,51704,GPRC5B,cluster_3
D004051,Diethylhexyl Phthalate,2875,GPT,cluster_3
D004051,Diethylhexyl Phthalate,57476,GRAMD1B,cluster_3
D004051,Diethylhexyl Phthalate,196996,GRAMD2A,cluster_3
D004051,Diethylhexyl Phthalate,2886,GRB7,cluster_3
D004051,Diethylhexyl Phthalate,9687,GREB1,cluster_3
D004051,Diethylhexyl Phthalate,79977,GRHL2,cluster_3
D004051,Diethylhexyl Phthalate,2890,GRIA1,cluster_3
D004051,Diethylhexyl Phthalate,2895,GRID2,cluster_3
D004051,Diethylhexyl Phthalate,2898,GRIK2,cluster_3
D004051,Diethylhexyl Phthalate,2899,GRIK3,cluster_3
D004051,Diethylhexyl Phthalate,2903,GRIN2A,cluster_3
D004051,Diethylhexyl Phthalate,2915,GRM5,cluster_3
D004051,Diethylhexyl Phthalate,2922,GRP,cluster_3
D004051,Diethylhexyl Phthalate,134266,GRPEL2,cluster_3
D004051,Diethylhexyl Phthalate,54103,GSAP,cluster_3
D004051,Diethylhexyl Phthalate,79792,GSDMD,cluster_3
D004051,Diethylhexyl Phthalate,2932,GSK3B,cluster_3
D004051,Diethylhexyl Phthalate,2934,GSN,cluster_3
D004051,Diethylhexyl Phthalate,2938,GSTA1,cluster_3
D004051,Diethylhexyl Phthalate,2939,GSTA2,cluster_3
D004051,Diethylhexyl Phthalate,373156,GSTK1,cluster_3
D004051,Diethylhexyl Phthalate,2947,GSTM3,cluster_3
D004051,Diethylhexyl Phthalate,9446,GSTO1,cluster_3
D004051,Diethylhexyl Phthalate,119391,GSTO2,cluster_3
D004051,Diethylhexyl Phthalate,422408,GUCY1B3,cluster_3
D004051,Diethylhexyl Phthalate,2986,GUCY2F,cluster_3
D004051,Diethylhexyl Phthalate,2994,GYPB,cluster_3
D004051,Diethylhexyl Phthalate,3008,H1-4,cluster_3
D004051,Diethylhexyl Phthalate,14958,H1F0,cluster_3
D004051,Diethylhexyl Phthalate,55766,H2AJ,cluster_3
D004051,Diethylhexyl Phthalate,3014,H2AX,cluster_3
D004051,Diethylhexyl Phthalate,3020,H3-3A,cluster_3
D004051,Diethylhexyl Phthalate,8363,H4C11,cluster_3
D004051,Diethylhexyl Phthalate,8362,H4C12,cluster_3
D004051,Diethylhexyl Phthalate,8360,H4C4,cluster_3
D004051,Diethylhexyl Phthalate,8369,H4C7,cluster_3
D004051,Diethylhexyl Phthalate,9563,H6PD,cluster_3
D004051,Diethylhexyl Phthalate,3026,HABP2,cluster_3
D004051,Diethylhexyl Phthalate,201562,HACD2,cluster_3
D004051,Diethylhexyl Phthalate,9421,HAND1,cluster_3
D004051,Diethylhexyl Phthalate,1404,HAPLN1,cluster_3
D004051,Diethylhexyl Phthalate,3036,HAS1,cluster_3
D004051,Diethylhexyl Phthalate,3037,HAS2,cluster_3
D004051,Diethylhexyl Phthalate,23354,HAUS5,cluster_3
D004051,Diethylhexyl Phthalate,3040,HBA2,cluster_3
D004051,Diethylhexyl Phthalate,3042,HBM,cluster_3
D004051,Diethylhexyl Phthalate,3049,HBQ1,cluster_3
D004051,Diethylhexyl Phthalate,10767,HBS1L,cluster_3
D004051,Diethylhexyl Phthalate,3055,HCK,cluster_3
D004051,Diethylhexyl Phthalate,10870,HCST,cluster_3
D004051,Diethylhexyl Phthalate,9759,HDAC4,cluster_3
D004051,Diethylhexyl Phthalate,10014,HDAC5,cluster_3
D004051,Diethylhexyl Phthalate,10013,HDAC6,cluster_3
D004051,Diethylhexyl Phthalate,25938,HEATR5A,cluster_3
D004051,Diethylhexyl Phthalate,50865,HEBP1,cluster_3
D004051,Diethylhexyl Phthalate,9843,HEPH,cluster_3
D004051,Diethylhexyl Phthalate,3280,HES1,cluster_3
D004051,Diethylhexyl Phthalate,54626,HES2,cluster_3
D004051,Diethylhexyl Phthalate,388585,HES5,cluster_3
D004051,Diethylhexyl Phthalate,3073,HEXA,cluster_3
D004051,Diethylhexyl Phthalate,3074,HEXB,cluster_3
D004051,Diethylhexyl Phthalate,23462,HEY1,cluster_3
D004051,Diethylhexyl Phthalate,26508,HEYL,cluster_3
D004051,Diethylhexyl Phthalate,3077,HFE,cluster_3
D004051,Diethylhexyl Phthalate,164045,HFM1,cluster_3
D004051,Diethylhexyl Phthalate,64344,HIF3A,cluster_3
D004051,Diethylhexyl Phthalate,25994,HIGD1A,cluster_3
D004051,Diethylhexyl Phthalate,59269,HIVEP3,cluster_3
D004051,Diethylhexyl Phthalate,3099,HK2,cluster_3
D004051,Diethylhexyl Phthalate,3106,HLA-B,cluster_3
D004051,Diethylhexyl Phthalate,3107,HLA-C,cluster_3
D004051,Diethylhexyl Phthalate,3109,HLA-DMB,cluster_3
D004051,Diethylhexyl Phthalate,3119,HLA-DQB1,cluster_3
D004051,Diethylhexyl Phthalate,3120,HLA-DQB2,cluster_3
D004051,Diethylhexyl Phthalate,3133,HLA-E,cluster_3
D004051,Diethylhexyl Phthalate,54511,HMGCLL1,cluster_3
D004051,Diethylhexyl Phthalate,3158,HMGCS2,cluster_3
D004051,Diethylhexyl Phthalate,3162,HMOX1,cluster_3
D004051,Diethylhexyl Phthalate,3163,HMOX2,cluster_3
D004051,Diethylhexyl Phthalate,3176,HNMT,cluster_3
D004051,Diethylhexyl Phthalate,9455,HOMER2,cluster_3
D004051,Diethylhexyl Phthalate,84525,HOPX,cluster_3
D004051,Diethylhexyl Phthalate,100124700,HOTAIR,cluster_3
D004051,Diethylhexyl Phthalate,3199,HOXA2,cluster_3
D004051,Diethylhexyl Phthalate,3200,HOXA3,cluster_3
D004051,Diethylhexyl Phthalate,3211,HOXB1,cluster_3
D004051,Diethylhexyl Phthalate,3222,HOXC5,cluster_3
D004051,Diethylhexyl Phthalate,3240,HP,cluster_3
D004051,Diethylhexyl Phthalate,3241,HPCAL1,cluster_3
D004051,Diethylhexyl Phthalate,84842,HPDL,cluster_3
D004051,Diethylhexyl Phthalate,3248,HPGD,cluster_3
D004051,Diethylhexyl Phthalate,3250,HPR,cluster_3
D004051,Diethylhexyl Phthalate,60495,HPSE2,cluster_3
D004051,Diethylhexyl Phthalate,59340,HRH4,cluster_3
D004051,Diethylhexyl Phthalate,9957,HS3ST1,cluster_3
D004051,Diethylhexyl Phthalate,9951,HS3ST4,cluster_3
D004051,Diethylhexyl Phthalate,3292,HSD17B1,cluster_3
D004051,Diethylhexyl Phthalate,3294,HSD17B2,cluster_3
D004051,Diethylhexyl Phthalate,8630,HSD17B6,cluster_3
D004051,Diethylhexyl Phthalate,51478,HSD17B7,cluster_3
D004051,Diethylhexyl Phthalate,7923,HSD17B8,cluster_3
D004051,Diethylhexyl Phthalate,3283,HSD3B1,cluster_3
D004051,Diethylhexyl Phthalate,3284,HSD3B2,cluster_3
D004051,Diethylhexyl Phthalate,80270,HSD3B7,cluster_3
D004051,Diethylhexyl Phthalate,11077,HSF2BP,cluster_3
D004051,Diethylhexyl Phthalate,100130086,HSFX2,cluster_3
D004051,Diethylhexyl Phthalate,6782,HSPA13,cluster_3
D004051,Diethylhexyl Phthalate,3306,HSPA2,cluster_3
D004051,Diethylhexyl Phthalate,3315,HSPB1,cluster_3
D004051,Diethylhexyl Phthalate,26353,HSPB8,cluster_3
D004051,Diethylhexyl Phthalate,94086,HSPB9,cluster_3
D004051,Diethylhexyl Phthalate,100529241,HSPE1-MOB4,cluster_3
D004051,Diethylhexyl Phthalate,3354,HTR1E,cluster_3
D004051,Diethylhexyl Phthalate,94031,HTRA3,cluster_3
D004051,Diethylhexyl Phthalate,203100,HTRA4,cluster_3
D004051,Diethylhexyl Phthalate,84329,HVCN1,cluster_3
D004051,Diethylhexyl Phthalate,23553,HYAL4,cluster_3
D004051,Diethylhexyl Phthalate,54768,HYDIN,cluster_3
D004051,Diethylhexyl Phthalate,3383,ICAM1,cluster_3
D004051,Diethylhexyl Phthalate,3397,ID1,cluster_3
D004051,Diethylhexyl Phthalate,3620,IDO1,cluster_3
D004051,Diethylhexyl Phthalate,8870,IER3,cluster_3
D004051,Diethylhexyl Phthalate,25900,IFFO1,cluster_3
D004051,Diethylhexyl Phthalate,126917,IFFO2,cluster_3
D004051,Diethylhexyl Phthalate,3428,IFI16,cluster_3
D004051,Diethylhexyl Phthalate,2537,IFI6,cluster_3
D004051,Diethylhexyl Phthalate,3440,IFNA2,cluster_3
D004051,Diethylhexyl Phthalate,282618,IFNL1,cluster_3
D004051,Diethylhexyl Phthalate,282616,IFNL2,cluster_3
D004051,Diethylhexyl Phthalate,9742,IFT140,cluster_3
D004051,Diethylhexyl Phthalate,55081,IFT57,cluster_3
D004051,Diethylhexyl Phthalate,3479,IGF1,cluster_3
D004051,Diethylhexyl Phthalate,3481,IGF2,cluster_3
D004051,Diethylhexyl Phthalate,3482,IGF2R,cluster_3
D004051,Diethylhexyl Phthalate,3484,IGFBP1,cluster_3
D004051,Diethylhexyl Phthalate,3486,IGFBP3,cluster_3
D004051,Diethylhexyl Phthalate,3487,IGFBP4,cluster_3
D004051,Diethylhexyl Phthalate,3490,IGFBP7,cluster_3
D004051,Diethylhexyl Phthalate,3543,IGLL1,cluster_3
D004051,Diethylhexyl Phthalate,84966,IGSF21,cluster_3
D004051,Diethylhexyl Phthalate,283284,IGSF22,cluster_3
D004051,Diethylhexyl Phthalate,22997,IGSF9B,cluster_3
D004051,Diethylhexyl Phthalate,121457,IKBIP,cluster_3
D004051,Diethylhexyl Phthalate,8517,IKBKG,cluster_3
D004051,Diethylhexyl Phthalate,22806,IKZF3,cluster_3
D004051,Diethylhexyl Phthalate,64375,IKZF4,cluster_3
D004051,Diethylhexyl Phthalate,3587,IL10RA,cluster_3
D004051,Diethylhexyl Phthalate,3593,IL12B,cluster_3
D004051,Diethylhexyl Phthalate,27190,IL17B,cluster_3
D004051,Diethylhexyl Phthalate,3553,IL1B,cluster_3
D004051,Diethylhexyl Phthalate,84639,IL1F10,cluster_3
D004051,Diethylhexyl Phthalate,3554,IL1R1,cluster_3
D004051,Diethylhexyl Phthalate,3556,IL1RAP,cluster_3
D004051,Diethylhexyl Phthalate,8808,IL1RL2,cluster_3
D004051,Diethylhexyl Phthalate,53833,IL20RB,cluster_3
D004051,Diethylhexyl Phthalate,149233,IL23R,cluster_3
D004051,Diethylhexyl Phthalate,246778,IL27,cluster_3
D004051,Diethylhexyl Phthalate,3560,IL2RB,cluster_3
D004051,Diethylhexyl Phthalate,133396,IL31RA,cluster_3
D004051,Diethylhexyl Phthalate,9235,IL32,cluster_3
D004051,Diethylhexyl Phthalate,90865,IL33,cluster_3
D004051,Diethylhexyl Phthalate,146433,IL34,cluster_3
D004051,Diethylhexyl Phthalate,3563,IL3RA,cluster_3
D004051,Diethylhexyl Phthalate,3565,IL4,cluster_3
D004051,Diethylhexyl Phthalate,3566,IL4R,cluster_3
D004051,Diethylhexyl Phthalate,3569,IL6,cluster_3
D004051,Diethylhexyl Phthalate,64423,INF2,cluster_3
D004051,Diethylhexyl Phthalate,51147,ING4,cluster_3
D004051,Diethylhexyl Phthalate,3623,INHA,cluster_3
D004051,Diethylhexyl Phthalate,3624,INHBA,cluster_3
D004051,Diethylhexyl Phthalate,285954,INHBA-AS1,cluster_3
D004051,Diethylhexyl Phthalate,3632,INPP5A,cluster_3
D004051,Diethylhexyl Phthalate,3630,INS,cluster_3
D004051,Diethylhexyl Phthalate,16333,INS1,cluster_3
D004051,Diethylhexyl Phthalate,3642,INSM1,cluster_3
D004051,Diethylhexyl Phthalate,3643,INSR,cluster_3
D004051,Diethylhexyl Phthalate,10526,IPO8,cluster_3
D004051,Diethylhexyl Phthalate,440073,IQSEC3,cluster_3
D004051,Diethylhexyl Phthalate,11213,IRAK3,cluster_3
D004051,Diethylhexyl Phthalate,3664,IRF6,cluster_3
D004051,Diethylhexyl Phthalate,8471,IRS4,cluster_3
D004051,Diethylhexyl Phthalate,79191,IRX3,cluster_3
D004051,Diethylhexyl Phthalate,50805,IRX4,cluster_3
D004051,Diethylhexyl Phthalate,9636,ISG15,cluster_3
D004051,Diethylhexyl Phthalate,3670,ISL1,cluster_3
D004051,Diethylhexyl Phthalate,51015,ISOC1,cluster_3
D004051,Diethylhexyl Phthalate,57461,ISY1,cluster_3
D004051,Diethylhexyl Phthalate,22801,ITGA11,cluster_3
D004051,Diethylhexyl Phthalate,3673,ITGA2,cluster_3
D004051,Diethylhexyl Phthalate,3675,ITGA3,cluster_3
D004051,Diethylhexyl Phthalate,3679,ITGA7,cluster_3
D004051,Diethylhexyl Phthalate,3688,ITGB1,cluster_3
D004051,Diethylhexyl Phthalate,3690,ITGB3,cluster_3
D004051,Diethylhexyl Phthalate,3694,ITGB6,cluster_3
D004051,Diethylhexyl Phthalate,9452,ITM2A,cluster_3
D004051,Diethylhexyl Phthalate,80271,ITPKC,cluster_3
D004051,Diethylhexyl Phthalate,3709,ITPR2,cluster_3
D004051,Diethylhexyl Phthalate,3710,ITPR3,cluster_3
D004051,Diethylhexyl Phthalate,113177,IZUMO4,cluster_3
D004051,Diethylhexyl Phthalate,84522,JAGN1,cluster_3
D004051,Diethylhexyl Phthalate,3718,JAK3,cluster_3
D004051,Diethylhexyl Phthalate,3720,JARID2,cluster_3
D004051,Diethylhexyl Phthalate,57608,JCAD,cluster_3
D004051,Diethylhexyl Phthalate,8681,JMJD7-PLA2G4B,cluster_3
D004051,Diethylhexyl Phthalate,57338,JPH3,cluster_3
D004051,Diethylhexyl Phthalate,3728,JUP,cluster_3
D004051,Diethylhexyl Phthalate,3736,KCNA1,cluster_3
D004051,Diethylhexyl Phthalate,3739,KCNA4,cluster_3
D004051,Diethylhexyl Phthalate,3741,KCNA5,cluster_3
D004051,Diethylhexyl Phthalate,3745,KCNB1,cluster_3
D004051,Diethylhexyl Phthalate,9312,KCNB2,cluster_3
D004051,Diethylhexyl Phthalate,3746,KCNC1,cluster_3
D004051,Diethylhexyl Phthalate,3750,KCND1,cluster_3
D004051,Diethylhexyl Phthalate,3753,KCNE1,cluster_3
D004051,Diethylhexyl Phthalate,3755,KCNG1,cluster_3
D004051,Diethylhexyl Phthalate,26251,KCNG2,cluster_3
D004051,Diethylhexyl Phthalate,170850,KCNG3,cluster_3
D004051,Diethylhexyl Phthalate,30820,KCNIP1,cluster_3
D004051,Diethylhexyl Phthalate,3768,KCNJ12,cluster_3
D004051,Diethylhexyl Phthalate,3759,KCNJ2,cluster_3
D004051,Diethylhexyl Phthalate,3761,KCNJ4,cluster_3
D004051,Diethylhexyl Phthalate,54207,KCNK10,cluster_3
D004051,Diethylhexyl Phthalate,9424,KCNK6,cluster_3
D004051,Diethylhexyl Phthalate,3778,KCNMA1,cluster_3
D004051,Diethylhexyl Phthalate,3780,KCNN1,cluster_3
D004051,Diethylhexyl Phthalate,3782,KCNN3,cluster_3
D004051,Diethylhexyl Phthalate,56479,KCNQ5,cluster_3
D004051,Diethylhexyl Phthalate,375616,KCP,cluster_3
D004051,Diethylhexyl Phthalate,147040,KCTD11,cluster_3
D004051,Diethylhexyl Phthalate,115207,KCTD12,cluster_3
D004051,Diethylhexyl Phthalate,11014,KDELR2,cluster_3
D004051,Diethylhexyl Phthalate,11015,KDELR3,cluster_3
D004051,Diethylhexyl Phthalate,3792,KEL,cluster_3
D004051,Diethylhexyl Phthalate,92259,KGD4,cluster_3
D004051,Diethylhexyl Phthalate,80759,KHDC1,cluster_3
D004051,Diethylhexyl Phthalate,202559,KHDRBS2,cluster_3
D004051,Diethylhexyl Phthalate,9674,KIAA0040,cluster_3
D004051,Diethylhexyl Phthalate,113220,KIF12,cluster_3
D004051,Diethylhexyl Phthalate,3834,KIF25,cluster_3
D004051,Diethylhexyl Phthalate,3798,KIF5A,cluster_3
D004051,Diethylhexyl Phthalate,3800,KIF5C,cluster_3
D004051,Diethylhexyl Phthalate,100329090,KIRREL,cluster_3
D004051,Diethylhexyl Phthalate,84063,KIRREL2,cluster_3
D004051,Diethylhexyl Phthalate,84623,KIRREL3,cluster_3
D004051,Diethylhexyl Phthalate,28999,KLF15,cluster_3
D004051,Diethylhexyl Phthalate,128209,KLF17,cluster_3
D004051,Diethylhexyl Phthalate,688,KLF5,cluster_3
D004051,Diethylhexyl Phthalate,8609,KLF7,cluster_3
D004051,Diethylhexyl Phthalate,55220,KLHDC8A,cluster_3
D004051,Diethylhexyl Phthalate,317719,KLHL10,cluster_3
D004051,Diethylhexyl Phthalate,57565,KLHL14,cluster_3
D004051,Diethylhexyl Phthalate,26249,KLHL3,cluster_3
D004051,Diethylhexyl Phthalate,56062,KLHL4,cluster_3
D004051,Diethylhexyl Phthalate,43849,KLK12,cluster_3
D004051,Diethylhexyl Phthalate,354,KLK3,cluster_3
D004051,Diethylhexyl Phthalate,9622,KLK4,cluster_3
D004051,Diethylhexyl Phthalate,5650,KLK7,cluster_3
D004051,Diethylhexyl Phthalate,10219,KLRG1,cluster_3
D004051,Diethylhexyl Phthalate,85442,KNDC1,cluster_3
D004051,Diethylhexyl Phthalate,400506,KNOP1,cluster_3
D004051,Diethylhexyl Phthalate,3845,KRAS,cluster_3
D004051,Diethylhexyl Phthalate,889,KRIT1,cluster_3
D004051,Diethylhexyl Phthalate,3872,KRT17,cluster_3
D004051,Diethylhexyl Phthalate,3875,KRT18,cluster_3
D004051,Diethylhexyl Phthalate,3880,KRT19,cluster_3
D004051,Diethylhexyl Phthalate,25984,KRT23,cluster_3
D004051,Diethylhexyl Phthalate,3881,KRT31,cluster_3
D004051,Diethylhexyl Phthalate,3884,KRT33B,cluster_3
D004051,Diethylhexyl Phthalate,3886,KRT35,cluster_3
D004051,Diethylhexyl Phthalate,3856,KRT8,cluster_3
D004051,Diethylhexyl Phthalate,3889,KRT83,cluster_3
D004051,Diethylhexyl Phthalate,140258,KRTAP13-1,cluster_3
D004051,Diethylhexyl Phthalate,200634,KRTCAP3,cluster_3
D004051,Diethylhexyl Phthalate,388533,KRTDAP,cluster_3
D004051,Diethylhexyl Phthalate,283455,KSR2,cluster_3
D004051,Diethylhexyl Phthalate,3897,L1CAM,cluster_3
D004051,Diethylhexyl Phthalate,91133,L3MBTL4,cluster_3
D004051,Diethylhexyl Phthalate,3902,LAG3,cluster_3
D004051,Diethylhexyl Phthalate,3918,LAMC2,cluster_3
D004051,Diethylhexyl Phthalate,27074,LAMP3,cluster_3
D004051,Diethylhexyl Phthalate,24141,LAMP5,cluster_3
D004051,Diethylhexyl Phthalate,28956,LAMTOR2,cluster_3
D004051,Diethylhexyl Phthalate,3927,LASP1,cluster_3
D004051,Diethylhexyl Phthalate,81606,LBH,cluster_3
D004051,Diethylhexyl Phthalate,3929,LBP,cluster_3
D004051,Diethylhexyl Phthalate,399806,LBX1-AS1,cluster_3
D004051,Diethylhexyl Phthalate,389812,LCN15,cluster_3
D004051,Diethylhexyl Phthalate,3936,LCP1,cluster_3
D004051,Diethylhexyl Phthalate,11155,LDB3,cluster_3
D004051,Diethylhexyl Phthalate,3939,LDHA,cluster_3
D004051,Diethylhexyl Phthalate,197257,LDHD,cluster_3
D004051,Diethylhexyl Phthalate,3950,LECT2,cluster_3
D004051,Diethylhexyl Phthalate,10637,LEFTY1,cluster_3
D004051,Diethylhexyl Phthalate,3952,LEP,cluster_3
D004051,Diethylhexyl Phthalate,137994,LETM2,cluster_3
D004051,Diethylhexyl Phthalate,3955,LFNG,cluster_3
D004051,Diethylhexyl Phthalate,3956,LGALS1,cluster_3
D004051,Diethylhexyl Phthalate,56891,LGALS14,cluster_3
D004051,Diethylhexyl Phthalate,148003,LGALS16,cluster_3
D004051,Diethylhexyl Phthalate,3957,LGALS2,cluster_3
D004051,Diethylhexyl Phthalate,3958,LGALS3,cluster_3
D004051,Diethylhexyl Phthalate,8549,LGR5,cluster_3
D004051,Diethylhexyl Phthalate,340596,LHFPL1,cluster_3
D004051,Diethylhexyl Phthalate,375323,LHFPL4,cluster_3
D004051,Diethylhexyl Phthalate,10186,LHFPL6,cluster_3
D004051,Diethylhexyl Phthalate,9355,LHX2,cluster_3
D004051,Diethylhexyl Phthalate,64211,LHX5,cluster_3
D004051,Diethylhexyl Phthalate,56956,LHX9,cluster_3
D004051,Diethylhexyl Phthalate,3976,LIF,cluster_3
D004051,Diethylhexyl Phthalate,3977,LIFR,cluster_3
D004051,Diethylhexyl Phthalate,3978,LIG1,cluster_3
D004051,Diethylhexyl Phthalate,3980,LIG3,cluster_3
D004051,Diethylhexyl Phthalate,51474,LIMA1,cluster_3
D004051,Diethylhexyl Phthalate,3987,LIMS1,cluster_3
D004051,Diethylhexyl Phthalate,96626,LIMS3,cluster_3
D004051,Diethylhexyl Phthalate,55957,LIN37,cluster_3
D004051,Diethylhexyl Phthalate,8825,LIN7A,cluster_3
D004051,Diethylhexyl Phthalate,285419,LINC01091,cluster_3
D004051,Diethylhexyl Phthalate,401492,LINC01235,cluster_3
D004051,Diethylhexyl Phthalate,283551,LINC01588,cluster_3
D004051,Diethylhexyl Phthalate,399716,LINC02656,cluster_3
D004051,Diethylhexyl Phthalate,167410,LIX1,cluster_3
D004051,Diethylhexyl Phthalate,128077,LIX1L,cluster_3
D004051,Diethylhexyl Phthalate,29995,LMCD1,cluster_3
D004051,Diethylhexyl Phthalate,64788,LMF1,cluster_3
D004051,Diethylhexyl Phthalate,4000,LMNA,cluster_3
D004051,Diethylhexyl Phthalate,55885,LMO3,cluster_3
D004051,Diethylhexyl Phthalate,9625,LMTK1,cluster_3
D004051,Diethylhexyl Phthalate,22853,LMTK2,cluster_3
D004051,Diethylhexyl Phthalate,348801,LNP1,cluster_3
D004051,Diethylhexyl Phthalate,4015,LOX,cluster_3
D004051,Diethylhexyl Phthalate,4017,LOXL2,cluster_3
D004051,Diethylhexyl Phthalate,2846,LPAR4,cluster_3
D004051,Diethylhexyl Phthalate,57121,LPAR5,cluster_3
D004051,Diethylhexyl Phthalate,54947,LPCAT2,cluster_3
D004051,Diethylhexyl Phthalate,102850997,LPHN2,cluster_3
D004051,Diethylhexyl Phthalate,4023,LPL,cluster_3
