set_label,rank,gene_symbol,gene_name,gene_type,relevance_score,knowledge_score,duplicate_symbol,mapped_to_ctd_background
primary_anywhere,1396,CNC2,"Carney Complex Type 2, Multiple Neoplasia And Lentiginosis",Genetic Locus,195.6,44,False,False
primary_anywhere,1397,KANK1,KN Motif And Ankyrin Repeat Domains 1,Protein Coding,195.5,90,False,True
primary_anywhere,1398,PEX6,Peroxisomal Biogenesis Factor 6,Protein Coding,195.5,85,False,True
primary_anywhere,1399,PEX5,Peroxisomal Biogenesis Factor 5,Protein Coding,195.5,92,False,True
primary_anywhere,1400,WDPCP,WD Repeat Containing Planar Cell Polarity Effector,Protein Coding,195.4,79,False,False
primary_anywhere,1401,P3H2,Prolyl 3-Hydroxylase 2,Protein Coding,195.3,83,False,True
primary_anywhere,1402,ENO1,Enolase 1,Protein Coding,195.3,92,False,True
primary_anywhere,1403,CASP3,Caspase 3,Protein Coding,195.3,91,False,True
primary_anywhere,1404,PLA2G7,Phospholipase A2 Group VII,Protein Coding,195.1,82,False,False
primary_anywhere,1405,SLC10A2,Solute Carrier Family 10 Member 2,Protein Coding,195.1,83,False,False
primary_anywhere,1406,ABCC1,ATP Binding Cassette Subfamily C Member 1 (ABCC1 Blood Group),Protein Coding,195.1,98,False,True
primary_anywhere,1407,TRB,T Cell Receptor Beta Locus,Protein Coding,195.1,68,False,False
primary_anywhere,1408,PDK2,Pyruvate Dehydrogenase Kinase 2,Protein Coding,195.1,80,False,False
primary_anywhere,1409,MPO,Myeloperoxidase,Protein Coding,195.0,93,False,False
primary_anywhere,1410,MIR126,MicroRNA 126,RNA Gene,195.0,68,False,True
primary_anywhere,1411,BACE2,Beta-Secretase 2,Protein Coding,194.9,76,False,False
primary_anywhere,1412,JAG1,Jagged Canonical Notch Ligand 1,Protein Coding,194.6,100,False,True
primary_anywhere,1413,NKX2-1,NK2 Homeobox 1,Protein Coding,194.6,88,False,True
primary_anywhere,1414,PFKL,"Phosphofructokinase, Liver Type",Protein Coding,194.6,88,False,False
primary_anywhere,1415,CYP24A1,Cytochrome P450 Family 24 Subfamily A Member 1,Protein Coding,194.5,93,False,True
primary_anywhere,1416,SUZ12,SUZ12 Polycomb Repressive Complex 2 Subunit,Protein Coding,194.5,93,False,False
primary_anywhere,1417,CDH2,Cadherin 2,Protein Coding,194.4,100,False,True
primary_anywhere,1418,TTBK2,Tau Tubulin Kinase 2,Protein Coding,194.3,86,False,False
primary_anywhere,1419,FGF3,Fibroblast Growth Factor 3,Protein Coding,194.2,87,False,False
primary_anywhere,1420,RXRA,Retinoid X Receptor Alpha,Protein Coding,194.2,91,False,True
primary_anywhere,1421,ACTN2,Actinin Alpha 2,Protein Coding,194.0,100,False,True
primary_anywhere,1422,TMEM70,Transmembrane Protein 70,Protein Coding,194.0,76,False,True
primary_anywhere,1423,PRDX1,Peroxiredoxin 1,Protein Coding,194.0,92,False,True
primary_anywhere,1424,CFI,Complement Factor I,Protein Coding,194.0,95,False,True
primary_anywhere,1425,SOST,Sclerostin,Protein Coding,193.9,82,False,True
primary_anywhere,1426,CHRNB2,Cholinergic Receptor Nicotinic Beta 2 Subunit,Protein Coding,193.9,99,False,False
primary_anywhere,1427,ZNHIT2,Zinc Finger HIT-Type Containing 2,Protein Coding,193.9,51,False,False
primary_anywhere,1428,ADAMTS6,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 6,Protein Coding,193.8,73,False,False
primary_anywhere,1429,DMPK,DM1 Protein Kinase,Protein Coding,193.8,95,False,False
primary_anywhere,1430,ICOS,Inducible T Cell Costimulator,Protein Coding,193.8,89,False,False
primary_anywhere,1431,TXNRD2,Thioredoxin Reductase 2,Protein Coding,193.7,93,False,False
primary_anywhere,1432,NR0B2,Nuclear Receptor Subfamily 0 Group B Member 2,Protein Coding,193.6,86,False,True
primary_anywhere,1433,ACADSB,Acyl-CoA Dehydrogenase Short/Branched Chain,Protein Coding,193.6,90,False,False
primary_anywhere,1434,LINC01139,Long Intergenic Non-Protein Coding RNA 1139,RNA Gene,193.5,51,False,False
primary_anywhere,1435,SLC39A4,Solute Carrier Family 39 Member 4,Protein Coding,193.4,91,False,False
primary_anywhere,1436,IDUA,Alpha-L-Iduronidase,Protein Coding,193.3,92,False,True
primary_anywhere,1437,KEAP1,Kelch Like ECH Associated Protein 1,Protein Coding,193.3,93,False,True
primary_anywhere,1438,SDCCAG8,SHH Signaling And Ciliogenesis Regulator SDCCAG8,Protein Coding,193.3,85,False,False
primary_anywhere,1439,SHC1,SHC Adaptor Protein 1,Protein Coding,193.3,92,False,False
primary_anywhere,1440,RETREG1,Reticulophagy Regulator 1,Protein Coding,193.3,83,False,True
primary_anywhere,1441,PRKAR1B,Protein Kinase CAMP-Dependent Type I Regulatory Subunit Beta,Protein Coding,193.2,100,False,True
primary_anywhere,1442,ELP1,Elongator Acetyltransferase Complex Subunit 1,Protein Coding,193.2,88,False,False
primary_anywhere,1443,RAMP2,Receptor Activity Modifying Protein 2,Protein Coding,193.1,76,False,True
primary_anywhere,1444,SORL1,Sortilin Related Receptor 1,Protein Coding,193.1,90,False,False
primary_anywhere,1445,EEF2,Eukaryotic Translation Elongation Factor 2,Protein Coding,193.1,100,False,True
primary_anywhere,1446,USH1C,USH1 Protein Network Component Harmonin,Protein Coding,193.0,88,False,False
primary_anywhere,1447,AP2A1,Adaptor Related Protein Complex 2 Subunit Alpha 1,Protein Coding,192.9,82,False,True
primary_anywhere,1448,MOCS1,Molybdenum Cofactor Synthesis 1,Protein Coding,192.8,89,False,False
primary_anywhere,1449,NLRP1,NLR Family Pyrin Domain Containing 1,Protein Coding,192.8,96,False,False
primary_anywhere,1450,SLC22A3,Solute Carrier Family 22 Member 3,Protein Coding,192.8,80,False,False
primary_anywhere,1451,NSD2,Nuclear Receptor Binding SET Domain Protein 2,Protein Coding,192.7,99,False,True
primary_anywhere,1452,PSMD2,"Proteasome 26S Subunit Ubiquitin Receptor, Non-ATPase 2",Protein Coding,192.7,85,False,True
primary_anywhere,1453,RB1,RB Transcriptional Corepressor 1,Protein Coding,192.6,100,False,True
primary_anywhere,1454,MIR146A,MicroRNA 146a,RNA Gene,192.6,66,False,True
primary_anywhere,1455,SF3B2,Splicing Factor 3b Subunit 2,Protein Coding,192.6,84,False,False
primary_anywhere,1456,CC2D2A,Coiled-Coil And C2 Domain Containing 2A,Protein Coding,192.6,85,False,False
primary_anywhere,1457,OPTN,Optineurin,Protein Coding,192.5,100,False,False
primary_anywhere,1458,PPP1CB,Protein Phosphatase 1 Catalytic Subunit Beta,Protein Coding,192.4,100,False,False
primary_anywhere,1459,CORIN,"Corin, Serine Peptidase",Protein Coding,192.3,86,False,False
primary_anywhere,1460,THRIL,TNF And HNRNPL Related Immunoregulatory Long Non-Coding RNA,RNA Gene,192.3,49,False,False
primary_anywhere,1461,BMP1,Bone Morphogenetic Protein 1,Protein Coding,192.3,99,False,True
primary_anywhere,1462,SDHA,Succinate Dehydrogenase Complex Flavoprotein Subunit A,Protein Coding,192.3,100,False,False
primary_anywhere,1463,BBS9,Bardet-Biedl Syndrome 9,Protein Coding,192.2,89,False,False
primary_anywhere,1464,UBQLN2,Ubiquilin 2,Protein Coding,192.2,82,False,False
primary_anywhere,1465,ZFAND6,Zinc Finger AN1-Type Containing 6,Protein Coding,192.2,65,False,True
primary_anywhere,1466,AZGP1,"Alpha-2-Glycoprotein 1, Zinc-Binding",Protein Coding,192.1,76,False,True
primary_anywhere,1467,REEP1,Receptor Accessory Protein 1,Protein Coding,192.1,79,False,True
primary_anywhere,1468,CTSB,Cathepsin B,Protein Coding,192.1,100,False,False
primary_anywhere,1469,POR,Cytochrome P450 Oxidoreductase,Protein Coding,192.0,100,False,True
primary_anywhere,1470,MARCHF6,Membrane Associated Ring-CH-Type Finger 6,Protein Coding,191.9,73,False,False
primary_anywhere,1471,EPHA2,EPH Receptor A2,Protein Coding,191.9,100,False,True
primary_anywhere,1472,CLCN7,Cl-/H+ Antiporter 7,Protein Coding,191.8,93,False,True
primary_anywhere,1473,KCNQ3,Potassium Voltage-Gated Channel Subfamily Q Member 3,Protein Coding,191.8,99,False,False
primary_anywhere,1474,MIR34A,MicroRNA 34a,RNA Gene,191.8,69,False,False
primary_anywhere,1475,PAK2,P21 (RAC1) Activated Kinase 2,Protein Coding,191.7,91,False,False
primary_anywhere,1476,ERCC3,"ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit",Protein Coding,191.7,100,False,True
primary_anywhere,1477,PANDAR,Promoter Of CDKN1A Antisense DNA Damage Activated RNA,RNA Gene,191.7,53,False,False
primary_anywhere,1478,MPI,Mannose Phosphate Isomerase,Protein Coding,191.6,90,False,False
primary_anywhere,1479,NECTIN2,Nectin Cell Adhesion Molecule 2,Protein Coding,191.6,88,False,True
primary_anywhere,1480,CYP1A1,Cytochrome P450 Family 1 Subfamily A Member 1,Protein Coding,191.6,92,False,True
primary_anywhere,1481,PDHA1,Pyruvate Dehydrogenase E1 Subunit Alpha 1,Protein Coding,191.4,97,False,False
primary_anywhere,1482,GRHPR,Glyoxylate And Hydroxypyruvate Reductase,Protein Coding,191.4,91,False,True
primary_anywhere,1483,KL,Klotho,Protein Coding,191.3,91,False,False
primary_anywhere,1484,PRKCB,Protein Kinase C Beta,Protein Coding,191.3,94,False,True
primary_anywhere,1485,SUN2,Sad1 And UNC84 Domain Containing 2,Protein Coding,191.3,90,False,False
primary_anywhere,1486,TNFSF12,TNF Superfamily Member 12,Protein Coding,191.2,90,False,False
primary_anywhere,1487,SUFU,SUFU Negative Regulator Of Hedgehog Signaling,Protein Coding,191.2,95,False,False
primary_anywhere,1488,NR1H2,Nuclear Receptor Subfamily 1 Group H Member 2,Protein Coding,191.1,91,False,False
primary_anywhere,1489,NDUFV2,NADH:Ubiquinone Oxidoreductase Core Subunit V2,Protein Coding,191.1,92,False,False
primary_anywhere,1490,GABARAP,GABA Type A Receptor-Associated Protein,Protein Coding,191.1,77,False,False
primary_anywhere,1491,HTD2,Hydroxyacyl-Thioester Dehydratase Type 2,Protein Coding,191.0,61,False,False
primary_anywhere,1492,NDUFS8,NADH:Ubiquinone Oxidoreductase Core Subunit S8,Protein Coding,191.0,89,False,True
primary_anywhere,1493,PIK3CD,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta",Protein Coding,190.9,100,False,False
primary_anywhere,1494,ALAS2,5'-Aminolevulinate Synthase 2,Protein Coding,190.9,93,False,False
primary_anywhere,1495,TRPS1,Transcriptional Repressor GATA Binding 1,Protein Coding,190.9,86,False,False
primary_anywhere,1496,PRDM16,PR/SET Domain 16,Protein Coding,190.8,95,False,True
primary_anywhere,1497,BPNT2,"3'(2'), 5'-Bisphosphate Nucleotidase 2",Protein Coding,190.8,81,False,False
primary_anywhere,1498,HPS3,HPS3 Biogenesis Of Lysosomal Organelles Complex 2 Subunit 1,Protein Coding,190.8,73,False,False
primary_anywhere,1499,RAD50,RAD50 Double Strand Break Repair Protein,Protein Coding,190.6,100,False,False
primary_anywhere,1500,SLC4A2,Solute Carrier Family 4 Member 2,Protein Coding,190.6,81,False,False
primary_anywhere,1501,AMACR,Alpha-Methylacyl-CoA Racemase,Protein Coding,190.6,88,False,False
primary_anywhere,1502,SCD,Stearoyl-CoA Desaturase,Protein Coding,190.6,80,False,True
primary_anywhere,1503,ADAMTS14,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 14,Protein Coding,190.5,74,False,False
primary_anywhere,1504,VPS13C,Vacuolar Protein Sorting 13 Homolog C,Protein Coding,190.5,78,False,False
primary_anywhere,1505,ATP2B1,ATPase Plasma Membrane Ca2+ Transporting 1,Protein Coding,190.5,99,False,False
primary_anywhere,1506,HIVEP2,HIVEP Zinc Finger 2,Protein Coding,190.4,78,False,True
primary_anywhere,1507,KCNA1,Potassium Voltage-Gated Channel Subfamily A Member 1,Protein Coding,190.4,92,False,True
primary_anywhere,1508,NFATC2,Nuclear Factor Of Activated T Cells 2,Protein Coding,190.4,92,False,True
primary_anywhere,1509,ZRANB3,Zinc Finger RANBP2-Type Containing 3,Protein Coding,190.3,69,False,False
primary_anywhere,1510,PAPSS2,3'-Phosphoadenosine 5'-Phosphosulfate Synthase 2,Protein Coding,190.3,89,False,True
primary_anywhere,1511,CBS,Cystathionine Beta-Synthase,Protein Coding,190.3,100,False,False
primary_anywhere,1512,KRT18,Keratin 18,Protein Coding,190.3,85,False,True
primary_anywhere,1513,APC,APC Regulator Of Wnt Signaling Pathway,Protein Coding,190.2,100,False,True
primary_anywhere,1514,GRIA4,Glutamate Ionotropic Receptor AMPA Type Subunit 4,Protein Coding,190.2,99,False,False
primary_anywhere,1515,NOS1AP,Nitric Oxide Synthase 1 Adaptor Protein,Protein Coding,190.2,81,False,False
primary_anywhere,1516,KRT2,Keratin 2,Protein Coding,190.2,84,False,True
primary_anywhere,1517,GTF2I,General Transcription Factor IIi,Protein Coding,190.2,80,False,False
primary_anywhere,1518,PRNP,Prion Protein (Kanno Blood Group),Protein Coding,190.1,98,False,True
primary_anywhere,1519,FAN1,FANCD2 And FANCI Associated Nuclease 1,Protein Coding,190.1,87,False,False
primary_anywhere,1520,HDAC6,Histone Deacetylase 6,Protein Coding,189.9,98,False,True
primary_anywhere,1521,CYP2A6,Cytochrome P450 Family 2 Subfamily A Member 6,Protein Coding,189.9,87,False,True
primary_anywhere,1522,TBL2,Transducin Beta Like 2,Protein Coding,189.8,71,False,False
primary_anywhere,1523,STX1A,Syntaxin 1A,Protein Coding,189.8,90,False,False
primary_anywhere,1524,PCK1,Phosphoenolpyruvate Carboxykinase 1,Protein Coding,189.7,98,False,True
primary_anywhere,1525,PRKG2,Protein Kinase CGMP-Dependent 2,Protein Coding,189.7,93,False,True
primary_anywhere,1526,POLR1C,RNA Polymerase I And III Subunit C,Protein Coding,189.7,99,False,True
primary_anywhere,1527,POLE,"DNA Polymerase Epsilon, Catalytic Subunit",Protein Coding,189.7,100,False,False
primary_anywhere,1528,SCNN1G,Sodium Channel Epithelial 1 Subunit Gamma,Protein Coding,189.6,88,False,False
primary_anywhere,1529,EGLN1,Egl-9 Family Hypoxia Inducible Factor 1,Protein Coding,189.5,99,False,True
primary_anywhere,1530,ACHE,Acetylcholinesterase (Yt Blood Group),Protein Coding,189.5,90,False,True
primary_anywhere,1531,MRAP,Melanocortin 2 Receptor Accessory Protein,Protein Coding,189.5,66,False,False
primary_anywhere,1532,NPHP4,Nephrocystin 4,Protein Coding,189.4,88,False,False
primary_anywhere,1533,POLR3B,RNA Polymerase III Subunit B,Protein Coding,189.4,94,False,True
primary_anywhere,1534,KRT17,Keratin 17,Protein Coding,189.3,87,False,True
primary_anywhere,1535,FYN,"FYN Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,189.3,95,False,False
primary_anywhere,1536,ERLIN2,ER Lipid Raft Associated 2,Protein Coding,189.3,89,False,False
primary_anywhere,1537,CYP7A1,Cytochrome P450 Family 7 Subfamily A Member 1,Protein Coding,189.2,88,False,True
primary_anywhere,1538,KCND3,Potassium Voltage-Gated Channel Subfamily D Member 3,Protein Coding,189.2,96,False,False
primary_anywhere,1539,AEBP1,AE Binding Protein 1,Protein Coding,189.1,86,False,True
primary_anywhere,1540,ZMIZ1,Zinc Finger MIZ-Type Containing 1,Protein Coding,189.1,85,False,True
primary_anywhere,1541,P2RY12,Purinergic Receptor P2Y12,Protein Coding,189.1,96,False,True
primary_anywhere,1542,DYNLT2,Dynein Light Chain Tctex-Type 2,Protein Coding,189.0,58,False,True
primary_anywhere,1543,IKZF1,IKAROS Family Zinc Finger 1,Protein Coding,188.9,99,False,False
primary_anywhere,1544,GNB3,G Protein Subunit Beta 3,Protein Coding,188.9,100,False,True
primary_anywhere,1545,KIRREL2,Kirre Like Nephrin Family Adhesion Molecule 2,Protein Coding,188.9,79,False,True
primary_anywhere,1546,ARL6,ARF Like GTPase 6,Protein Coding,188.8,88,False,False
primary_anywhere,1547,STK4,Serine/Threonine Kinase 4,Protein Coding,188.6,97,False,False
primary_anywhere,1548,LINC00673,Long Intergenic Non-Protein Coding RNA 673,RNA Gene,188.6,54,False,False
primary_anywhere,1549,FGF21,Fibroblast Growth Factor 21,Protein Coding,188.6,75,False,False
primary_anywhere,1550,PNPLA6,"Patatin Like Domain 6, Lysophospholipase",Protein Coding,188.5,86,False,False
primary_anywhere,1551,SPTA1,"Spectrin Alpha, Erythrocytic 1",Protein Coding,188.5,96,False,False
primary_anywhere,1552,NDUFS7,NADH:Ubiquinone Oxidoreductase Core Subunit S7,Protein Coding,188.4,94,False,False
primary_anywhere,1553,BEST1,Bestrophin 1,Protein Coding,188.3,84,False,False
primary_anywhere,1554,ERAP2,Endoplasmic Reticulum Aminopeptidase 2,Protein Coding,188.2,77,False,False
primary_anywhere,1555,BAP1,BRCA1 Associated Deubiquitinase 1,Protein Coding,188.1,97,False,False
primary_anywhere,1556,MC1R,Melanocortin 1 Receptor,Protein Coding,188.1,97,False,True
primary_anywhere,1557,CXCR3,C-X-C Motif Chemokine Receptor 3,Protein Coding,188.1,85,False,False
primary_anywhere,1558,ANXA2,Annexin A2,Protein Coding,188.0,90,False,True
primary_anywhere,1559,HKDC1,Hexokinase Domain Containing 1,Protein Coding,187.9,75,False,True
primary_anywhere,1560,ZFPM2,"Zinc Finger Protein, FOG Family Member 2",Protein Coding,187.9,87,False,False
primary_anywhere,1561,IRF2,Interferon Regulatory Factor 2,Protein Coding,187.9,83,False,False
primary_anywhere,1562,CAPN1,Calpain 1,Protein Coding,187.9,99,False,True
primary_anywhere,1563,SLC47A1,Solute Carrier Family 47 Member 1,Protein Coding,187.8,80,False,True
primary_anywhere,1564,CFAP418,Cilia And Flagella Associated Protein 418,Protein Coding,187.8,66,False,False
primary_anywhere,1565,ADAMTS3,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 3,Protein Coding,187.8,86,False,True
primary_anywhere,1566,SNHG16,Small Nucleolar RNA Host Gene 16,RNA Gene,187.7,58,False,False
primary_anywhere,1567,SAMHD1,SAM And HD Domain Containing Deoxynucleoside Triphosphate Triphosphohydrolase 1,Protein Coding,187.7,90,False,True
primary_anywhere,1568,BCL11A,BCL11 Transcription Factor A,Protein Coding,187.7,95,False,True
primary_anywhere,1569,MT-CO3,Mitochondrially Encoded Cytochrome C Oxidase III,Protein Coding,187.7,83,False,False
primary_anywhere,1570,SOCS2,Suppressor Of Cytokine Signaling 2,Protein Coding,187.6,83,False,False
primary_anywhere,1571,KCNJ6,Potassium Inwardly Rectifying Channel Subfamily J Member 6,Protein Coding,187.6,86,False,True
primary_anywhere,1572,NANOS2,Nanos C2HC-Type Zinc Finger 2,Protein Coding,187.5,55,False,False
primary_anywhere,1573,ROCK2,Rho Associated Coiled-Coil Containing Protein Kinase 2,Protein Coding,187.5,95,False,False
primary_anywhere,1574,DLST,Dihydrolipoamide S-Succinyltransferase,Protein Coding,187.4,93,False,False
primary_anywhere,1575,PHKA2,Phosphorylase Kinase Regulatory Subunit Alpha 2,Protein Coding,187.4,79,False,False
primary_anywhere,1576,MAF,MAF BZIP Transcription Factor,Protein Coding,187.4,95,False,False
primary_anywhere,1577,PRKCE,Protein Kinase C Epsilon,Protein Coding,187.3,93,False,True
primary_anywhere,1578,TRPM6,Transient Receptor Potential Cation Channel Subfamily M Member 6,Protein Coding,187.3,88,False,True
primary_anywhere,1579,CYB5A,Cytochrome B5 Type A,Protein Coding,187.2,77,False,True
primary_anywhere,1580,TRIM8,Tripartite Motif Containing 8,Protein Coding,187.2,85,False,False
primary_anywhere,1581,ACACB,Acetyl-CoA Carboxylase Beta,Protein Coding,187.1,100,False,True
primary_anywhere,1582,SLC34A2,Solute Carrier Family 34 Member 2,Protein Coding,187.0,87,False,False
primary_anywhere,1583,MYLK,Myosin Light Chain Kinase,Protein Coding,186.9,100,False,True
primary_anywhere,1584,FUS,FUS RNA Binding Protein,Protein Coding,186.8,100,False,True
primary_anywhere,1585,TBXAS1,Thromboxane A Synthase 1,Protein Coding,186.8,98,False,False
primary_anywhere,1586,BST2,Bone Marrow Stromal Cell Antigen 2,Protein Coding,186.8,71,False,True
primary_anywhere,1587,RAB3GAP2,RAB3 GTPase Activating Non-Catalytic Protein Subunit 2,Protein Coding,186.8,86,False,False
primary_anywhere,1588,KLRK1,Killer Cell Lectin Like Receptor K1,Protein Coding,186.7,76,False,False
primary_anywhere,1589,ATP6V1E1,ATPase H+ Transporting V1 Subunit E1,Protein Coding,186.6,92,False,False
primary_anywhere,1590,ESCO2,Establishment Of Sister Chromatid Cohesion N-Acetyltransferase 2,Protein Coding,186.6,84,False,False
primary_anywhere,1591,TAS2R1,Taste 2 Receptor Member 1,Protein Coding,186.6,63,False,False
primary_anywhere,1592,TYRP1,Tyrosinase Related Protein 1,Protein Coding,186.6,90,False,True
primary_anywhere,1593,MERTK,"MER Proto-Oncogene, Tyrosine Kinase",Protein Coding,186.6,99,False,False
primary_anywhere,1594,SH3TC2,SH3 Domain And Tetratricopeptide Repeats 2,Protein Coding,186.4,75,False,False
primary_anywhere,1595,KIF1A,Kinesin Family Member 1A,Protein Coding,186.4,97,False,False
primary_anywhere,1596,MOGS,Mannosyl-Oligosaccharide Glucosidase,Protein Coding,186.4,92,False,True
primary_anywhere,1597,KAT6B,Lysine Acetyltransferase 6B,Protein Coding,186.4,94,False,True
primary_anywhere,1598,LRP4,LDL Receptor Related Protein 4,Protein Coding,186.4,88,False,True
primary_anywhere,1599,SLC11A2,Solute Carrier Family 11 Member 2,Protein Coding,186.2,94,False,True
primary_anywhere,1600,MPV17,Mitochondrial Inner Membrane Protein MPV17,Protein Coding,186.2,79,False,False
primary_anywhere,1601,KIF5A,Kinesin Family Member 5A,Protein Coding,186.2,97,False,True
primary_anywhere,1602,TGM1,Transglutaminase 1,Protein Coding,186.0,90,False,True
primary_anywhere,1603,NAGLU,N-Acetyl-Alpha-Glucosaminidase,Protein Coding,186.0,93,False,False
primary_anywhere,1604,DYNC1H1,Dynein Cytoplasmic 1 Heavy Chain 1,Protein Coding,185.9,100,False,False
primary_anywhere,1605,LIMS2,LIM Zinc Finger Domain Containing 2,Protein Coding,185.9,87,False,False
primary_anywhere,1606,MT-ND4L,Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 4L,Protein Coding,185.9,66,False,False
primary_anywhere,1607,MBP,Myelin Basic Protein,Protein Coding,185.8,86,False,True
primary_anywhere,1608,IL33,Interleukin 33,Protein Coding,185.8,84,False,True
primary_anywhere,1609,POU2F1,POU Class 2 Homeobox 1,Protein Coding,185.6,87,False,True
primary_anywhere,1610,PTPRT,Protein Tyrosine Phosphatase Receptor Type T,Protein Coding,185.6,83,False,True
primary_anywhere,1611,NFIX,Nuclear Factor I X,Protein Coding,185.6,91,False,True
primary_anywhere,1612,ATF4,Activating Transcription Factor 4,Protein Coding,185.6,90,False,True
primary_anywhere,1613,B3GALNT2,"Beta-1,3-N-Acetylgalactosaminyltransferase 2",Protein Coding,185.5,78,False,False
primary_anywhere,1614,AP2A2,Adaptor Related Protein Complex 2 Subunit Alpha 2,Protein Coding,185.5,82,False,False
primary_anywhere,1615,ALOX15B,Arachidonate 15-Lipoxygenase Type B,Protein Coding,185.4,80,False,False
primary_anywhere,1616,GBA2,Glucosylceramidase Beta 2,Protein Coding,185.3,86,False,False
primary_anywhere,1617,CEBPB,CCAAT Enhancer Binding Protein Beta,Protein Coding,185.2,88,False,True
primary_anywhere,1618,UBR5,Ubiquitin Protein Ligase E3 Component N-Recognin 5,Protein Coding,185.2,84,False,False
primary_anywhere,1619,F12,Coagulation Factor XII,Protein Coding,185.2,100,False,False
primary_anywhere,1620,MAP3K7,Mitogen-Activated Protein Kinase Kinase Kinase 7,Protein Coding,185.2,100,False,False
primary_anywhere,1621,NEFL,Neurofilament Light Chain,Protein Coding,185.2,94,False,True
primary_anywhere,1622,MIR377,MicroRNA 377,RNA Gene,185.1,56,False,False
primary_anywhere,1623,PPP2R5C,Protein Phosphatase 2 Regulatory Subunit B'Gamma,Protein Coding,185.0,89,False,True
primary_anywhere,1624,ZMYND10,Zinc Finger MYND-Type Containing 10,Protein Coding,185.0,80,False,False
primary_anywhere,1625,AARS1,Alanyl-TRNA Synthetase 1,Protein Coding,185.0,97,False,False
primary_anywhere,1626,BANF1,Barrier To Autointegration Nuclear Assembly Factor 1,Protein Coding,184.9,86,False,False
primary_anywhere,1627,ACADM,Acyl-CoA Dehydrogenase Medium Chain,Protein Coding,184.8,100,False,True
primary_anywhere,1628,LMX1B,LIM Homeobox Transcription Factor 1 Beta,Protein Coding,184.8,86,False,True
primary_anywhere,1629,TWIST1,Twist Family BHLH Transcription Factor 1,Protein Coding,184.8,97,False,False
primary_anywhere,1630,ZCCHC2,Zinc Finger CCHC-Type Containing 2,Protein Coding,184.7,56,False,False
primary_anywhere,1631,ENPP2,Ectonucleotide Pyrophosphatase/Phosphodiesterase 2,Protein Coding,184.7,84,False,True
primary_anywhere,1632,SERPINB2,Serpin Family B Member 2,Protein Coding,184.7,76,False,True
primary_anywhere,1633,CRYAB,Crystallin Alpha B,Protein Coding,184.6,92,False,True
primary_anywhere,1634,IGFBP3,Insulin Like Growth Factor Binding Protein 3,Protein Coding,184.5,86,False,True
primary_anywhere,1635,DVL1,Dishevelled Segment Polarity Protein 1,Protein Coding,184.5,100,False,True
primary_anywhere,1636,TH2LCRR,T Helper Type 2 Locus Control Region Associated RNA,RNA Gene,184.4,65,False,False
primary_anywhere,1637,ZCRB1,Zinc Finger CCHC-Type And RNA Binding Motif Containing 1,Protein Coding,184.4,70,False,False
primary_anywhere,1638,CD46,CD46 Molecule,Protein Coding,184.4,97,False,False
primary_anywhere,1639,FH,Fumarate Hydratase,Protein Coding,184.3,99,False,True
primary_anywhere,1640,SYNE1,Spectrin Repeat Containing Nuclear Envelope Protein 1,Protein Coding,184.3,93,False,True
primary_anywhere,1641,SMOC2,SPARC Related Modular Calcium Binding 2,Protein Coding,184.3,77,False,True
primary_anywhere,1642,TRPM3,Transient Receptor Potential Cation Channel Subfamily M Member 3,Protein Coding,184.3,88,False,True
primary_anywhere,1643,DNASE1L3,Deoxyribonuclease 1L3,Protein Coding,184.2,79,False,False
primary_anywhere,1644,AQP4-AS1,AQP4 Antisense RNA 1,RNA Gene,184.2,56,False,False
primary_anywhere,1645,ITGA2B,Integrin Subunit Alpha 2b,Protein Coding,184.1,100,False,False
primary_anywhere,1646,FLT3,Fms Related Receptor Tyrosine Kinase 3,Protein Coding,184.1,100,False,False
primary_anywhere,1647,IMPG2,Interphotoreceptor Matrix Proteoglycan 2,Protein Coding,184.0,69,False,False
primary_anywhere,1648,MIR375,MicroRNA 375,RNA Gene,184.0,65,False,False
primary_anywhere,1649,HMGA2,High Mobility Group AT-Hook 2,Protein Coding,184.0,84,False,True
primary_anywhere,1650,KCNJ8,Potassium Inwardly Rectifying Channel Subfamily J Member 8,Protein Coding,184.0,88,False,True
primary_anywhere,1651,DBH,Dopamine Beta-Hydroxylase,Protein Coding,183.9,95,False,False
primary_anywhere,1652,DYNC1I2,Dynein Cytoplasmic 1 Intermediate Chain 2,Protein Coding,183.9,86,False,False
primary_anywhere,1653,ATP2B3,ATPase Plasma Membrane Ca2+ Transporting 3,Protein Coding,183.9,93,False,True
primary_anywhere,1654,CERS2,Ceramide Synthase 2,Protein Coding,183.8,79,False,False
primary_anywhere,1655,CD4,CD4 Molecule,Protein Coding,183.8,95,False,True
primary_anywhere,1656,EMD,Emerin,Protein Coding,183.8,97,False,False
primary_anywhere,1657,TRPA1,Transient Receptor Potential Cation Channel Subfamily A Member 1,Protein Coding,183.8,88,False,False
primary_anywhere,1658,KCNIP2,Potassium Voltage-Gated Channel Interacting Protein 2,Protein Coding,183.6,72,False,True
