gene_cards_k,cluster_id,gene_symbol,set_label
20554,cluster_3,DRAM1,primary_anywhere
20554,cluster_3,DRC1,primary_anywhere
20554,cluster_3,DRD5,primary_anywhere
20554,cluster_3,DRG1,primary_anywhere
20554,cluster_3,DSCAML1,primary_anywhere
20554,cluster_3,DSG1,primary_anywhere
20554,cluster_3,DUOX2,primary_anywhere
20554,cluster_3,DUSP1,primary_anywhere
20554,cluster_3,DUSP10,primary_anywhere
20554,cluster_3,DUSP4,primary_anywhere
20554,cluster_3,DUSP5,primary_anywhere
20554,cluster_3,DYNLT2,primary_anywhere
20554,cluster_3,DYNLT3,primary_anywhere
20554,cluster_3,DYRK3,primary_anywhere
20554,cluster_3,DYSF,primary_anywhere
20554,cluster_3,E2F7,primary_anywhere
20554,cluster_3,EBF1,primary_anywhere
20554,cluster_3,EBI3,primary_anywhere
20554,cluster_3,ECE2,primary_anywhere
20554,cluster_3,ECM1,primary_anywhere
20554,cluster_3,ECT2L,primary_anywhere
20554,cluster_3,EDAR,primary_anywhere
20554,cluster_3,EDEM1,primary_anywhere
20554,cluster_3,EDIL3,primary_anywhere
20554,cluster_3,EDNRA,primary_anywhere
20554,cluster_3,EFHC1,primary_anywhere
20554,cluster_3,EFNA1,primary_anywhere
20554,cluster_3,EFNA3,primary_anywhere
20554,cluster_3,EFNA5,primary_anywhere
20554,cluster_3,EFR3B,primary_anywhere
20554,cluster_3,EGFR,primary_anywhere
20554,cluster_3,EGR1,primary_anywhere
20554,cluster_3,EGR2,primary_anywhere
20554,cluster_3,EGR3,primary_anywhere
20554,cluster_3,EGR4,primary_anywhere
20554,cluster_3,EHD1,primary_anywhere
20554,cluster_3,EHD2,primary_anywhere
20554,cluster_3,EHD4,primary_anywhere
20554,cluster_3,EHHADH,primary_anywhere
20554,cluster_3,EIF3C,primary_anywhere
20554,cluster_3,EIF4A1,primary_anywhere
20554,cluster_3,EIF5,primary_anywhere
20554,cluster_3,ELAVL3,primary_anywhere
20554,cluster_3,ELAVL4,primary_anywhere
20554,cluster_3,ELF1,primary_anywhere
20554,cluster_3,ELF4,primary_anywhere
20554,cluster_3,ELMO1,primary_anywhere
20554,cluster_3,ELOVL1,primary_anywhere
20554,cluster_3,EMILIN3,primary_anywhere
20554,cluster_3,EML6,primary_anywhere
20554,cluster_3,EMX2,primary_anywhere
20554,cluster_3,ENG,primary_anywhere
20554,cluster_3,ENO1,primary_anywhere
20554,cluster_3,ENO3,primary_anywhere
20554,cluster_3,ENPEP,primary_anywhere
20554,cluster_3,ENPP2,primary_anywhere
20554,cluster_3,ENTPD4,primary_anywhere
20554,cluster_3,ENTREP1,primary_anywhere
20554,cluster_3,EOGT,primary_anywhere
20554,cluster_3,EPAS1,primary_anywhere
20554,cluster_3,EPB41L3,primary_anywhere
20554,cluster_3,EPCAM,primary_anywhere
20554,cluster_3,EPHA7,primary_anywhere
20554,cluster_3,EPHB6,primary_anywhere
20554,cluster_3,EPHX2,primary_anywhere
20554,cluster_3,EPSTI1,primary_anywhere
20554,cluster_3,EQTN,primary_anywhere
20554,cluster_3,ERICH1,primary_anywhere
20554,cluster_3,ERN1,primary_anywhere
20554,cluster_3,ERO1A,primary_anywhere
20554,cluster_3,ERP27,primary_anywhere
20554,cluster_3,ERVFRD-1,primary_anywhere
20554,cluster_3,ERVW-1,primary_anywhere
20554,cluster_3,ESM1,primary_anywhere
20554,cluster_3,ESR1,primary_anywhere
20554,cluster_3,ESR2,primary_anywhere
20554,cluster_3,ESRP1,primary_anywhere
20554,cluster_3,ESRRB,primary_anywhere
20554,cluster_3,ETV1,primary_anywhere
20554,cluster_3,ETV3L,primary_anywhere
20554,cluster_3,ETV4,primary_anywhere
20554,cluster_3,EWSR1,primary_anywhere
20554,cluster_3,EXOSC1,primary_anywhere
20554,cluster_3,EXPH5,primary_anywhere
20554,cluster_3,EXT2,primary_anywhere
20554,cluster_3,EZH2,primary_anywhere
20554,cluster_3,EZR,primary_anywhere
20554,cluster_3,F10,primary_anywhere
20554,cluster_3,F11R,primary_anywhere
20554,cluster_3,F2,primary_anywhere
20554,cluster_3,F2RL2,primary_anywhere
20554,cluster_3,FABP1,primary_anywhere
20554,cluster_3,FABP4,primary_anywhere
20554,cluster_3,FABP5,primary_anywhere
20554,cluster_3,FAM107A,primary_anywhere
20554,cluster_3,FAM107B,primary_anywhere
20554,cluster_3,FAM114A1,primary_anywhere
20554,cluster_3,FAM117B,primary_anywhere
20554,cluster_3,FAM124A,primary_anywhere
20554,cluster_3,FAM163A,primary_anywhere
20554,cluster_3,FAM177A1,primary_anywhere
20554,cluster_3,FAM20A,primary_anywhere
20554,cluster_3,FAM241A,primary_anywhere
20554,cluster_3,FAM27E3,primary_anywhere
20554,cluster_3,FANCD2,primary_anywhere
20554,cluster_3,FAS,primary_anywhere
20554,cluster_3,FAT4,primary_anywhere
20554,cluster_3,FBLN1,primary_anywhere
20554,cluster_3,FBLN5,primary_anywhere
20554,cluster_3,FBP2,primary_anywhere
20554,cluster_3,FBXO32,primary_anywhere
20554,cluster_3,FCER1G,primary_anywhere
20554,cluster_3,FCGRT,primary_anywhere
20554,cluster_3,FCHO1,primary_anywhere
20554,cluster_3,FEM1A,primary_anywhere
20554,cluster_3,FEN1,primary_anywhere
20554,cluster_3,FERMT1,primary_anywhere
20554,cluster_3,FEZ1,primary_anywhere
20554,cluster_3,FFAR2,primary_anywhere
20554,cluster_3,FGF1,primary_anywhere
20554,cluster_3,FGF19,primary_anywhere
20554,cluster_3,FGF4,primary_anywhere
20554,cluster_3,FGF9,primary_anywhere
20554,cluster_3,FGFR1,primary_anywhere
20554,cluster_3,FHL2,primary_anywhere
20554,cluster_3,FIBIN,primary_anywhere
20554,cluster_3,FILIP1,primary_anywhere
20554,cluster_3,FITM2,primary_anywhere
20554,cluster_3,FKBP14,primary_anywhere
20554,cluster_3,FKBP5,primary_anywhere
20554,cluster_3,FLG,primary_anywhere
20554,cluster_3,FLI1,primary_anywhere
20554,cluster_3,FLNB,primary_anywhere
20554,cluster_3,FLNC,primary_anywhere
20554,cluster_3,FLT4,primary_anywhere
20554,cluster_3,FMN2,primary_anywhere
20554,cluster_3,FNDC1,primary_anywhere
20554,cluster_3,FNDC5,primary_anywhere
20554,cluster_3,FOS,primary_anywhere
20554,cluster_3,FOSL1,primary_anywhere
20554,cluster_3,FOSL2,primary_anywhere
20554,cluster_3,FOXA1,primary_anywhere
20554,cluster_3,FOXD1,primary_anywhere
20554,cluster_3,FOXE3,primary_anywhere
20554,cluster_3,FOXG1,primary_anywhere
20554,cluster_3,FOXH1,primary_anywhere
20554,cluster_3,FOXJ2,primary_anywhere
20554,cluster_3,FOXL2,primary_anywhere
20554,cluster_3,FOXP2,primary_anywhere
20554,cluster_3,FOXP4,primary_anywhere
20554,cluster_3,FOXQ1,primary_anywhere
20554,cluster_3,FRZB,primary_anywhere
20554,cluster_3,FSBP,primary_anywhere
20554,cluster_3,FSHR,primary_anywhere
20554,cluster_3,FSTL4,primary_anywhere
20554,cluster_3,FTCDNL1,primary_anywhere
20554,cluster_3,FTHL17,primary_anywhere
20554,cluster_3,FURIN,primary_anywhere
20554,cluster_3,FXYD5,primary_anywhere
20554,cluster_3,FYB2,primary_anywhere
20554,cluster_3,G0S2,primary_anywhere
20554,cluster_3,G6PC1,primary_anywhere
20554,cluster_3,GABRP,primary_anywhere
20554,cluster_3,GAD1,primary_anywhere
20554,cluster_3,GADD45G,primary_anywhere
20554,cluster_3,GAL3ST2,primary_anywhere
20554,cluster_3,GALNT3,primary_anywhere
20554,cluster_3,GALNT8,primary_anywhere
20554,cluster_3,GALP,primary_anywhere
20554,cluster_3,GAS7,primary_anywhere
20554,cluster_3,GATA2,primary_anywhere
20554,cluster_3,GATA3,primary_anywhere
20554,cluster_3,GATA5,primary_anywhere
20554,cluster_3,GBP2,primary_anywhere
20554,cluster_3,GCNT4,primary_anywhere
20554,cluster_3,GDF15,primary_anywhere
20554,cluster_3,GDF3,primary_anywhere
20554,cluster_3,GDF6,primary_anywhere
20554,cluster_3,GDNF,primary_anywhere
20554,cluster_3,GFOD1,primary_anywhere
20554,cluster_3,GGA2,primary_anywhere
20554,cluster_3,GGTLC1,primary_anywhere
20554,cluster_3,GIP,primary_anywhere
20554,cluster_3,GJA1,primary_anywhere
20554,cluster_3,GJA5,primary_anywhere
20554,cluster_3,GLB1L3,primary_anywhere
20554,cluster_3,GLRA1,primary_anywhere
20554,cluster_3,GLRB,primary_anywhere
20554,cluster_3,GLRX,primary_anywhere
20554,cluster_3,GNA14,primary_anywhere
20554,cluster_3,GNG11,primary_anywhere
20554,cluster_3,GOLGA6A,primary_anywhere
20554,cluster_3,GORASP2,primary_anywhere
20554,cluster_3,GPC3,primary_anywhere
20554,cluster_3,GPER1,primary_anywhere
20554,cluster_3,GPR146,primary_anywhere
20554,cluster_3,GPR173,primary_anywhere
20554,cluster_3,GPR87,primary_anywhere
20554,cluster_3,GPRC5A,primary_anywhere
20554,cluster_3,GPRC5B,primary_anywhere
20554,cluster_3,GPT,primary_anywhere
20554,cluster_3,GRAMD2A,primary_anywhere
20554,cluster_3,GRB7,primary_anywhere
20554,cluster_3,GREB1,primary_anywhere
20554,cluster_3,GRHL2,primary_anywhere
20554,cluster_3,GRIA1,primary_anywhere
20554,cluster_3,GRID2,primary_anywhere
20554,cluster_3,GRIK2,primary_anywhere
20554,cluster_3,GRIN2A,primary_anywhere
20554,cluster_3,GRM5,primary_anywhere
20554,cluster_3,GRP,primary_anywhere
20554,cluster_3,GSAP,primary_anywhere
20554,cluster_3,GSDMD,primary_anywhere
20554,cluster_3,GSK3B,primary_anywhere
20554,cluster_3,GSN,primary_anywhere
20554,cluster_3,GSTA1,primary_anywhere
20554,cluster_3,GSTA2,primary_anywhere
20554,cluster_3,GSTK1,primary_anywhere
20554,cluster_3,GSTM3,primary_anywhere
20554,cluster_3,GSTO1,primary_anywhere
20554,cluster_3,GSTO2,primary_anywhere
20554,cluster_3,GYPB,primary_anywhere
20554,cluster_3,H1-4,primary_anywhere
20554,cluster_3,H2AJ,primary_anywhere
20554,cluster_3,H2AX,primary_anywhere
20554,cluster_3,H3-3A,primary_anywhere
20554,cluster_3,H4C11,primary_anywhere
20554,cluster_3,H4C12,primary_anywhere
20554,cluster_3,H4C4,primary_anywhere
20554,cluster_3,H6PD,primary_anywhere
20554,cluster_3,HABP2,primary_anywhere
20554,cluster_3,HACD2,primary_anywhere
20554,cluster_3,HAPLN1,primary_anywhere
20554,cluster_3,HAS1,primary_anywhere
20554,cluster_3,HAS2,primary_anywhere
20554,cluster_3,HAUS5,primary_anywhere
20554,cluster_3,HBA2,primary_anywhere
20554,cluster_3,HBM,primary_anywhere
20554,cluster_3,HBQ1,primary_anywhere
20554,cluster_3,HBS1L,primary_anywhere
20554,cluster_3,HCK,primary_anywhere
20554,cluster_3,HDAC4,primary_anywhere
20554,cluster_3,HDAC5,primary_anywhere
20554,cluster_3,HDAC6,primary_anywhere
20554,cluster_3,HEBP1,primary_anywhere
20554,cluster_3,HEPH,primary_anywhere
20554,cluster_3,HES1,primary_anywhere
20554,cluster_3,HES5,primary_anywhere
20554,cluster_3,HEXA,primary_anywhere
20554,cluster_3,HEXB,primary_anywhere
20554,cluster_3,HEY1,primary_anywhere
20554,cluster_3,HEYL,primary_anywhere
20554,cluster_3,HFE,primary_anywhere
20554,cluster_3,HFM1,primary_anywhere
20554,cluster_3,HIF3A,primary_anywhere
20554,cluster_3,HIGD1A,primary_anywhere
20554,cluster_3,HIVEP3,primary_anywhere
20554,cluster_3,HK2,primary_anywhere
20554,cluster_3,HLA-B,primary_anywhere
20554,cluster_3,HLA-C,primary_anywhere
20554,cluster_3,HLA-DMB,primary_anywhere
20554,cluster_3,HLA-DQB1,primary_anywhere
20554,cluster_3,HLA-DQB2,primary_anywhere
20554,cluster_3,HLA-E,primary_anywhere
20554,cluster_3,HMGCS2,primary_anywhere
20554,cluster_3,HMOX1,primary_anywhere
20554,cluster_3,HMOX2,primary_anywhere
20554,cluster_3,HNMT,primary_anywhere
20554,cluster_3,HOPX,primary_anywhere
20554,cluster_3,HOTAIR,primary_anywhere
20554,cluster_3,HOXA2,primary_anywhere
20554,cluster_3,HOXA3,primary_anywhere
20554,cluster_3,HOXC5,primary_anywhere
20554,cluster_3,HP,primary_anywhere
20554,cluster_3,HPCAL1,primary_anywhere
20554,cluster_3,HPDL,primary_anywhere
20554,cluster_3,HPGD,primary_anywhere
20554,cluster_3,HPR,primary_anywhere
20554,cluster_3,HPSE2,primary_anywhere
20554,cluster_3,HRH4,primary_anywhere
20554,cluster_3,HS3ST1,primary_anywhere
20554,cluster_3,HSD17B1,primary_anywhere
20554,cluster_3,HSD17B2,primary_anywhere
20554,cluster_3,HSD17B6,primary_anywhere
20554,cluster_3,HSD17B7,primary_anywhere
20554,cluster_3,HSD17B8,primary_anywhere
20554,cluster_3,HSD3B1,primary_anywhere
20554,cluster_3,HSD3B2,primary_anywhere
20554,cluster_3,HSD3B7,primary_anywhere
20554,cluster_3,HSPA13,primary_anywhere
20554,cluster_3,HSPA2,primary_anywhere
20554,cluster_3,HSPB1,primary_anywhere
20554,cluster_3,HSPB8,primary_anywhere
20554,cluster_3,HSPB9,primary_anywhere
20554,cluster_3,HTR1E,primary_anywhere
20554,cluster_3,HYDIN,primary_anywhere
20554,cluster_3,ICAM1,primary_anywhere
20554,cluster_3,ID1,primary_anywhere
20554,cluster_3,IDO1,primary_anywhere
20554,cluster_3,IER3,primary_anywhere
20554,cluster_3,IFFO1,primary_anywhere
20554,cluster_3,IFI16,primary_anywhere
20554,cluster_3,IFI6,primary_anywhere
20554,cluster_3,IFNA2,primary_anywhere
20554,cluster_3,IFNL1,primary_anywhere
20554,cluster_3,IFNL2,primary_anywhere
20554,cluster_3,IFT140,primary_anywhere
20554,cluster_3,IFT57,primary_anywhere
20554,cluster_3,IGF1,primary_anywhere
20554,cluster_3,IGF2,primary_anywhere
20554,cluster_3,IGF2-AS,primary_anywhere
20554,cluster_3,IGF2R,primary_anywhere
20554,cluster_3,IGFBP1,primary_anywhere
20554,cluster_3,IGFBP3,primary_anywhere
20554,cluster_3,IGFBP4,primary_anywhere
20554,cluster_3,IGFBP7,primary_anywhere
20554,cluster_3,IGLL1,primary_anywhere
20554,cluster_3,IGSF21,primary_anywhere
20554,cluster_3,IKBIP,primary_anywhere
20554,cluster_3,IKBKG,primary_anywhere
20554,cluster_3,IKZF3,primary_anywhere
20554,cluster_3,IKZF4,primary_anywhere
20554,cluster_3,IL10RA,primary_anywhere
20554,cluster_3,IL12B,primary_anywhere
20554,cluster_3,IL17B,primary_anywhere
20554,cluster_3,IL1B,primary_anywhere
20554,cluster_3,IL1F10,primary_anywhere
20554,cluster_3,IL1R1,primary_anywhere
20554,cluster_3,IL1RAP,primary_anywhere
20554,cluster_3,IL1RL2,primary_anywhere
20554,cluster_3,IL20RB,primary_anywhere
20554,cluster_3,IL23R,primary_anywhere
20554,cluster_3,IL27,primary_anywhere
20554,cluster_3,IL2RB,primary_anywhere
20554,cluster_3,IL31RA,primary_anywhere
20554,cluster_3,IL32,primary_anywhere
20554,cluster_3,IL33,primary_anywhere
20554,cluster_3,IL34,primary_anywhere
20554,cluster_3,IL3RA,primary_anywhere
20554,cluster_3,IL4,primary_anywhere
20554,cluster_3,IL4R,primary_anywhere
20554,cluster_3,IL6,primary_anywhere
20554,cluster_3,INF2,primary_anywhere
20554,cluster_3,ING4,primary_anywhere
20554,cluster_3,INHA,primary_anywhere
20554,cluster_3,INHBA,primary_anywhere
20554,cluster_3,INHBA-AS1,primary_anywhere
20554,cluster_3,INPP5A,primary_anywhere
20554,cluster_3,INS,primary_anywhere
20554,cluster_3,INSM1,primary_anywhere
20554,cluster_3,INSR,primary_anywhere
20554,cluster_3,IPO8,primary_anywhere
20554,cluster_3,IRAK3,primary_anywhere
20554,cluster_3,IRF6,primary_anywhere
20554,cluster_3,IRS4,primary_anywhere
20554,cluster_3,IRX3,primary_anywhere
20554,cluster_3,IRX4,primary_anywhere
20554,cluster_3,ISG15,primary_anywhere
20554,cluster_3,ISL1,primary_anywhere
20554,cluster_3,ISOC1,primary_anywhere
20554,cluster_3,ITGA11,primary_anywhere
20554,cluster_3,ITGA2,primary_anywhere
20554,cluster_3,ITGA3,primary_anywhere
20554,cluster_3,ITGA7,primary_anywhere
20554,cluster_3,ITGB1,primary_anywhere
20554,cluster_3,ITGB3,primary_anywhere
20554,cluster_3,ITGB6,primary_anywhere
20554,cluster_3,ITPKC,primary_anywhere
20554,cluster_3,ITPR2,primary_anywhere
20554,cluster_3,ITPR3,primary_anywhere
20554,cluster_3,JAGN1,primary_anywhere
20554,cluster_3,JAK3,primary_anywhere
20554,cluster_3,JARID2,primary_anywhere
20554,cluster_3,JCAD,primary_anywhere
20554,cluster_3,JMJD7-PLA2G4B,primary_anywhere
20554,cluster_3,JPH3,primary_anywhere
20554,cluster_3,JUP,primary_anywhere
20554,cluster_3,KCNA1,primary_anywhere
20554,cluster_3,KCNA4,primary_anywhere
20554,cluster_3,KCNA5,primary_anywhere
20554,cluster_3,KCNB1,primary_anywhere
20554,cluster_3,KCNB2,primary_anywhere
20554,cluster_3,KCNC1,primary_anywhere
20554,cluster_3,KCNE1,primary_anywhere
20554,cluster_3,KCNG1,primary_anywhere
20554,cluster_3,KCNG2,primary_anywhere
20554,cluster_3,KCNIP1,primary_anywhere
20554,cluster_3,KCNJ12,primary_anywhere
20554,cluster_3,KCNJ2,primary_anywhere
20554,cluster_3,KCNJ4,primary_anywhere
20554,cluster_3,KCNK10,primary_anywhere
20554,cluster_3,KCNMA1,primary_anywhere
20554,cluster_3,KCNN1,primary_anywhere
20554,cluster_3,KCNN3,primary_anywhere
20554,cluster_3,KCNQ5,primary_anywhere
20554,cluster_3,KCTD11,primary_anywhere
20554,cluster_3,KCTD12,primary_anywhere
20554,cluster_3,KEL,primary_anywhere
20554,cluster_3,KIAA0040,primary_anywhere
20554,cluster_3,KIF12,primary_anywhere
20554,cluster_3,KIF5A,primary_anywhere
20554,cluster_3,KIF5C,primary_anywhere
20554,cluster_3,KIRREL2,primary_anywhere
20554,cluster_3,KIRREL3,primary_anywhere
20554,cluster_3,KLF15,primary_anywhere
20554,cluster_3,KLF5,primary_anywhere
20554,cluster_3,KLF7,primary_anywhere
20554,cluster_3,KLHDC8A,primary_anywhere
20554,cluster_3,KLHL10,primary_anywhere
20554,cluster_3,KLHL3,primary_anywhere
20554,cluster_3,KLK3,primary_anywhere
20554,cluster_3,KLRG1,primary_anywhere
20554,cluster_3,KNDC1,primary_anywhere
20554,cluster_3,KRAS,primary_anywhere
20554,cluster_3,KRIT1,primary_anywhere
20554,cluster_3,KRT17,primary_anywhere
20554,cluster_3,KRT18,primary_anywhere
20554,cluster_3,KRT19,primary_anywhere
20554,cluster_3,KRT8,primary_anywhere
20554,cluster_3,KRT83,primary_anywhere
20554,cluster_3,KRTCAP3,primary_anywhere
20554,cluster_3,KSR2,primary_anywhere
20554,cluster_3,L1CAM,primary_anywhere
20554,cluster_3,L3MBTL4,primary_anywhere
20554,cluster_3,LAG3,primary_anywhere
20554,cluster_3,LAMC2,primary_anywhere
20554,cluster_3,LAMP3,primary_anywhere
20554,cluster_3,LASP1,primary_anywhere
20554,cluster_3,LBH,primary_anywhere
20554,cluster_3,LBP,primary_anywhere
20554,cluster_3,LBX1-AS1,primary_anywhere
20554,cluster_3,LCN15,primary_anywhere
20554,cluster_3,LCP1,primary_anywhere
20554,cluster_3,LDB3,primary_anywhere
20554,cluster_3,LDHA,primary_anywhere
20554,cluster_3,LDHD,primary_anywhere
20554,cluster_3,LECT2,primary_anywhere
20554,cluster_3,LEFTY1,primary_anywhere
20554,cluster_3,LEP,primary_anywhere
20554,cluster_3,LFNG,primary_anywhere
20554,cluster_3,LGALS1,primary_anywhere
20554,cluster_3,LGALS2,primary_anywhere
20554,cluster_3,LGALS3,primary_anywhere
20554,cluster_3,LGR5,primary_anywhere
20554,cluster_3,LHFPL4,primary_anywhere
20554,cluster_3,LHFPL6,primary_anywhere
20554,cluster_3,LHX2,primary_anywhere
20554,cluster_3,LHX5,primary_anywhere
20554,cluster_3,LIF,primary_anywhere
20554,cluster_3,LIFR,primary_anywhere
20554,cluster_3,LIG1,primary_anywhere
20554,cluster_3,LIG3,primary_anywhere
20554,cluster_3,LIMA1,primary_anywhere
20554,cluster_3,LIMS1,primary_anywhere
20554,cluster_3,LIN7A,primary_anywhere
20554,cluster_3,LINC02656,primary_anywhere
20554,cluster_3,LIX1,primary_anywhere
20554,cluster_3,LMF1,primary_anywhere
20554,cluster_3,LMNA,primary_anywhere
20554,cluster_3,LMO3,primary_anywhere
20554,cluster_3,LMTK2,primary_anywhere
20554,cluster_3,LOX,primary_anywhere
20554,cluster_3,LOXL2,primary_anywhere
20554,cluster_3,LPAR5,primary_anywhere
20554,cluster_3,LPCAT2,primary_anywhere
20554,cluster_3,LPL,primary_anywhere
20554,cluster_3,LPP,primary_anywhere
20554,cluster_3,LRCH1,primary_anywhere
20554,cluster_3,LRIG1,primary_anywhere
20554,cluster_3,LRP10,primary_anywhere
20554,cluster_3,LRP4,primary_anywhere
20554,cluster_3,LRRTM4,primary_anywhere
20554,cluster_3,LUC7L3,primary_anywhere
20554,cluster_3,LUM,primary_anywhere
20554,cluster_3,LY6D,primary_anywhere
20554,cluster_3,LY6E,primary_anywhere
20554,cluster_3,LY75,primary_anywhere
20554,cluster_3,LY96,primary_anywhere
20554,cluster_3,LYN,primary_anywhere
20554,cluster_3,MACF1,primary_anywhere
20554,cluster_3,MACIR,primary_anywhere
20554,cluster_3,MAGEA8,primary_anywhere
20554,cluster_3,MAGEE2,primary_anywhere
20554,cluster_3,MAL,primary_anywhere
20554,cluster_3,MAMLD1,primary_anywhere
20554,cluster_3,MAN2A2,primary_anywhere
20554,cluster_3,MAN2B2,primary_anywhere
20554,cluster_3,MAOB,primary_anywhere
20554,cluster_3,MAP1LC3B,primary_anywhere
20554,cluster_3,MAP2K6,primary_anywhere
20554,cluster_3,MAP3K3,primary_anywhere
20554,cluster_3,MAPK1,primary_anywhere
20554,cluster_3,MAPK10,primary_anywhere
20554,cluster_3,MAPK3,primary_anywhere
20554,cluster_3,MAPK8,primary_anywhere
20554,cluster_3,MARVELD3,primary_anywhere
20554,cluster_3,MAZ,primary_anywhere
20554,cluster_3,MBOAT1,primary_anywhere
20554,cluster_3,MBP,primary_anywhere
20554,cluster_3,MCF2L,primary_anywhere
20554,cluster_3,MCHR1,primary_anywhere
20554,cluster_3,MCM2,primary_anywhere
20554,cluster_3,MCM4,primary_anywhere
20554,cluster_3,MCM5,primary_anywhere
20554,cluster_3,MCM6,primary_anywhere
20554,cluster_3,MCTP2,primary_anywhere
20554,cluster_3,MDM2,primary_anywhere
20554,cluster_3,ME1,primary_anywhere
20554,cluster_3,MECOM,primary_anywhere
20554,cluster_3,MED23,primary_anywhere
20554,cluster_3,MEFV,primary_anywhere
20554,cluster_3,MEG3,primary_anywhere
20554,cluster_3,MET,primary_anywhere
20554,cluster_3,METTL15,primary_anywhere
20554,cluster_3,MGA,primary_anywhere
20554,cluster_3,MGLL,primary_anywhere
20554,cluster_3,MGST3,primary_anywhere
20554,cluster_3,MIB2,primary_anywhere
20554,cluster_3,MINAR2,primary_anywhere
20554,cluster_3,MIR106B,primary_anywhere
20554,cluster_3,MIR10B,primary_anywhere
20554,cluster_3,MIR1179,primary_anywhere
20554,cluster_3,MIR124-2,primary_anywhere
20554,cluster_3,MIR1246,primary_anywhere
20554,cluster_3,MIR125A,primary_anywhere
20554,cluster_3,MIR126,primary_anywhere
20554,cluster_3,MIR127,primary_anywhere
20554,cluster_3,MIR1307,primary_anywhere
20554,cluster_3,MIR142,primary_anywhere
20554,cluster_3,MIR143,primary_anywhere
20554,cluster_3,MIR145,primary_anywhere
20554,cluster_3,MIR148A,primary_anywhere
20554,cluster_3,MIR149,primary_anywhere
20554,cluster_3,MIR15A,primary_anywhere
20554,cluster_3,MIR15B,primary_anywhere
20554,cluster_3,MIR181D,primary_anywhere
20554,cluster_3,MIR186,primary_anywhere
20554,cluster_3,MIR191,primary_anywhere
20554,cluster_3,MIR193B,primary_anywhere
20554,cluster_3,MIR22,primary_anywhere
20554,cluster_3,MIR221,primary_anywhere
20554,cluster_3,MIR222,primary_anywhere
20554,cluster_3,MIR224,primary_anywhere
20554,cluster_3,MIR26A1,primary_anywhere
20554,cluster_3,MIR26B,primary_anywhere
20554,cluster_3,MIR28,primary_anywhere
20554,cluster_3,MIR29C,primary_anywhere
20554,cluster_3,MIR30B,primary_anywhere
20554,cluster_3,MIR31,primary_anywhere
20554,cluster_3,MIR3184,primary_anywhere
20554,cluster_3,MIR320A,primary_anywhere
20554,cluster_3,MIR345,primary_anywhere
20554,cluster_3,MIR370,primary_anywhere
20554,cluster_3,MIR374A,primary_anywhere
20554,cluster_3,MIR378A,primary_anywhere
20554,cluster_3,MIR423,primary_anywhere
20554,cluster_3,MIR451A,primary_anywhere
20554,cluster_3,MIR532,primary_anywhere
20554,cluster_3,MIR5579,primary_anywhere
20554,cluster_3,MIR638,primary_anywhere
20554,cluster_3,MIR675,primary_anywhere
20554,cluster_3,MIR744,primary_anywhere
20554,cluster_3,MIR769,primary_anywhere
20554,cluster_3,MIR942,primary_anywhere
20554,cluster_3,MIR99A,primary_anywhere
20554,cluster_3,MIRLET7C,primary_anywhere
20554,cluster_3,MITF,primary_anywhere
20554,cluster_3,MLNR,primary_anywhere
20554,cluster_3,MME,primary_anywhere
20554,cluster_3,MMP1,primary_anywhere
20554,cluster_3,MMP16,primary_anywhere
20554,cluster_3,MMP2,primary_anywhere
20554,cluster_3,MMP9,primary_anywhere
20554,cluster_3,MOGAT1,primary_anywhere
20554,cluster_3,MORC1,primary_anywhere
20554,cluster_3,MOS,primary_anywhere
20554,cluster_3,MPC1,primary_anywhere
20554,cluster_3,MPL,primary_anywhere
20554,cluster_3,MPP1,primary_anywhere
20554,cluster_3,MRM1,primary_anywhere
20554,cluster_3,MRPL10,primary_anywhere
20554,cluster_3,MRPL54,primary_anywhere
20554,cluster_3,MSANTD1,primary_anywhere
20554,cluster_3,MSANTD3,primary_anywhere
20554,cluster_3,MSI1,primary_anywhere
20554,cluster_3,MSI2,primary_anywhere
20554,cluster_3,MSLN,primary_anywhere
20554,cluster_3,MSMO1,primary_anywhere
20554,cluster_3,MSX1,primary_anywhere
20554,cluster_3,MT1G,primary_anywhere
20554,cluster_3,MT1H,primary_anywhere
20554,cluster_3,MT1HL1,primary_anywhere
20554,cluster_3,MT1M,primary_anywhere
20554,cluster_3,MT2A,primary_anywhere
20554,cluster_3,MTOR,primary_anywhere
20554,cluster_3,MTRNR2L10,primary_anywhere
20554,cluster_3,MTRNR2L8,primary_anywhere
20554,cluster_3,MTUS2,primary_anywhere
20554,cluster_3,MUC15,primary_anywhere
20554,cluster_3,MUC16,primary_anywhere
20554,cluster_3,MUC20-OT1,primary_anywhere
20554,cluster_3,MUC4,primary_anywhere
20554,cluster_3,MUSTN1,primary_anywhere
20554,cluster_3,MX1,primary_anywhere
20554,cluster_3,MYB,primary_anywhere
20554,cluster_3,MYBPC1,primary_anywhere
20554,cluster_3,MYC,primary_anywhere
20554,cluster_3,MYD88,primary_anywhere
20554,cluster_3,MYF6,primary_anywhere
20554,cluster_3,MYH11,primary_anywhere
20554,cluster_3,MYH9,primary_anywhere
20554,cluster_3,MYL12B,primary_anywhere
20554,cluster_3,MYL2,primary_anywhere
20554,cluster_3,MYL4,primary_anywhere
20554,cluster_3,MYLIP,primary_anywhere
20554,cluster_3,MYLK,primary_anywhere
20554,cluster_3,MYO15A,primary_anywhere
